#CODE;ENGLISH;;;;;;;;;x 
AIREASON_ALL_HELP_IS_APPRECIATED;All help is appreciated;;;;;;;;;x 
EVTOPTB100224;Of course I need to know! Take all my money!;;;;;;;;;x 
EVTTOOLTIPB100225;only takes what [This.GetTitledFirstName] needs to pay for the equipment;;;;;;;;;x 
EVTDESC100225;It was a fine bluff, telling [From.GetTitledFirstName] I needed expensive equipment to determine if the food was poisoned or not. As soon as I had tasted the stew I knew the strange taste was from rancid meat poorly covered up with enough spices to water your eyes. [From.GetTitledFirstName] tried to decide if [From.GetSheHe] wanted to take a risk of being poisoned or if it was worth paying what I deemed a fair cost.;;;;;;;;;x 
EVTOPTA100225;I thought [From.GetTitledFirstName] was paranoid enough...;;;;;;;;;x 
EVTOPTB100225;[From.GetTitledFirstName] accepted the prize;;;;;;;;;x 
EVTTOOLTIP100226;is overjoyed with [Root.GetTitledFirstName]'s findings;;;;;;;;;x 
EVTDESC100226;With the expensive equipment acquired [From.GetTitledFirstName] did a thorough examination and it did not take long before [From.GetSheHe] presented me with a result: the cook had used rancid meat in the stew and tried covering up the taste with a lot of spices, some poisonous unless used in moderation. Satisfied with the result, I imprisoned the cook without pardon.;;;;;;;;;x 
EVTOPTA100226;Now how will I find a new cook?;;;;;;;;;x 
EVTDESC100230;The [Root.Religion.GetName] priests are constantly pestering me about religion, [Root.Religion.GetRandomGodName] and money to the church. No matter what I do, promise to pray more or read the holy scripture more thoroughly they won't leave me alone!;;;;;;;;;x 
EVTOPTA100230;Please, someone help me get them to stop!;;;;;;;;;x 
EVTTOOLTIP100231;hears [Root.GetTitledFirstName] plea for help;;;;;;;;;x 
EVTOPTB100230;Oh [Root.Religion.GetRandomGodName], help me and I'll be a better [Root.Religion.GetName]!;;;;;;;;;x 
EVTDESC100231;I find it curious that the [From.Religion.GetName] priests are constantly pestering [From.GetTitledFirstName] no matter what [From.GetSheHe] promises to do or no matter how much money [From.GetSheHe] bestows to the [From.Religion.GetName] church.;;;;;;;;;x 
EVTOPTA100231;I know what [From.GetTitledFirstName] could do!;;;;;;;;;x 
EVTTOOLTIP100232;is relieved [Root.GetTitledFirstName] has a solution to [This.GetHerHis] problem;;;;;;;;;x 
EVTOPTB100231;I don't want to do anything to make the priests upset;;;;;;;;;x 
EVTTOOLTIP100233;is discouraged that the [This.Religion.GetName] priests frighten [Root.GetTitledFirstName] so;;;;;;;;;x 
EVTOPTC100231;You want my advice? Then it'll cost you;;;;;;;;;x 
EVTTOOLTIP100234;listens to what [Root.GetTitledFirstName] has to say;;;;;;;;;x 
EVTDESC100232;All the [Root.Religion.GetName] priests care about is money. Give them some alms whenever they come visiting and they will leave you alone for weeks, if not months for fear of being sinful: no priest want to admit to the sin of being greedy.'\n[From.GetTitledFirstName] advised me soundly and I agreed to try it.;;;;;;;;;x 
EVTOPTA100232;So all it took was money? Great!;;;;;;;;;x 
EVTOPTB100232;It's not only the priests who are greedy...;;;;;;;;;x 
pious_priests;Money-loving priests;;;;;;;;;x 
EVTDESC100233;It seems as if no one wants to help me for fear of upsetting the [Root.Religion.GetName] priests, not even my friend [From.GetTitledFirstName]!;;;;;;;;;x 
EVTOPTA100233;The pestering priests are getting worse!;;;;;;;;;x 
EVTDESC100234;[From.GetTitledFirstName] told me [From.GetSheHe] had a great advice for me on how to stop the [Root.Religion.GetName] priests pestering me and [From.GetSheHe] got my undivided attention. The problem, though, was that [From.GetTitledFirstName] wanted payment for [From.GetHerHis] advice!;;;;;;;;;x 
EVTOPTA100234;There's no way I'll pay for advice!;;;;;;;;;x 
EVTTOOLTIPA100235;accept [Root.GetTitledFirstName] decision to do without [Root.GetTitledFirstName]'s advice;;;;;;;;;x 
EVTOPTB100234;Who cares about money? Here, just tell me!;;;;;;;;;x 
EVTTOOLTIPB100235;is glad [Root.GetTitledFirstName] decided to take the safe before the sorry;;;;;;;;;x 
EVTDESC100235;My advice to [From.GetTitledFirstName] was very simple: just pay the [From.Religion.GetName] priests and they'll stop pestering you for, oh perhaps a few weeks? Though I could have shared this for free I decided to test how much [From.GetTitledFirstName] wanted to be left alone by the [From.Religion.GetName] priests and demanded money for the advice.;;;;;;;;;x 
EVTOPTA100235;I have underestimated [From.GetTitledFirstName]'s patience;;;;;;;;;x 
EVTOPTB100235;[From.GetTitledFirstName] almost threw the money at me!;;;;;;;;;x 
EVTDESC100240;The idea of being celibate is intriguing, especially since I feel I have more than enough children. A friend of mine became celibate not long ago, I wonder what made [Root.GetHerHim] take that decision?;;;;;;;;;x 
EVTOPTA100240;I'd really like to know more about celibacy;;;;;;;;;x 
EVTTOOLTIP100241;[Root.GetTitledFirstName] has many questions about celibacy for [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTB100240;On second thought, what were [Root.GetSheHe] thinking!?;;;;;;;;;x 
EVTTOOLTIP100242;[Root.GetTitledFirstName] upsets [This.GetTitledFirstName] when [Root.GetSheHe] denounces [This.GetHerHis] choice of lifestyle;;;;;;;;;x 
EVTOPTC100240;No, celibacy certainly isn't for me...;;;;;;;;;x 
EVTDESC100241;My decision to become celibate is very private and it felt a bit disturbing to have [From.GetTitledFirstName] asking all these questions about celibacy, what it meant and the reason as to why I felt compelled to choose celibacy. I tried explaining as thoroughly as I felt comfortable and [From.GetTitledFirstName] listened intently to whatever I told [From.GetHerHim].;;;;;;;;;x 
EVTOPTA100241;...but I don't think celibacy is for you;;;;;;;;;x 
EVTTOOLTIP100243;is disappointed [Root.GetTitledFirstName] thinks [This.GetSheHe] lacks the necessary will for celibacy;;;;;;;;;x 
EVTOPTB100241;Everyone should try celibacy!;;;;;;;;;x 
EVTTOOLTIP100244;is thankful [Root.GetTitledFirstName] took the time to answer [This.GetHerHis] questions about celibacy;;;;;;;;;x 
EVTDESC100242;I thought [From.GetTitledFirstName] had more tact than criticising someone's choice of lifestyle in public, especially a friend's lifestyle. I am celibate and proud of that, I would never denounce anyone's lifestyle no matter my opinion on the matter!;;;;;;;;;x 
EVTOPTA100242;Next time, talk to me first before making it a public matter!;;;;;;;;;x 
EVTDESC100243;I have chosen to live my life in celibacy, but the choice was not easily made. No matter what I tell you, I cannot make you chose and to be honest, I don't think celibacy is right for you...'\nThe bitter truth from [From.GetTitledFirstName]'s lips made me reconsider celibacy.;;;;;;;;;x 
EVTOPTA100243;You are right, celibacy is not for me;;;;;;;;;x 
EVTDESC100244;You must choose celibacy and if you do, you have to fight temptations every day for the rest of your life. You will abstain from more pleasures than you know about now but the reward is greater than any pleasure. The love of [Root.Religion.GetRandomGodName] will help you hold your promise...'\n[From.GetTitledFirstName] was honest about celibacy and made me realize how important my decision is.;;;;;;;;;x 
EVTOPTA100244;I chose [Root.Religion.GetRandomGodName]'s love!;;;;;;;;;x 
EVTTOOLTIP5062;On the road to Celibacy;;;;;;;;;x 
EVTOPTB100243;I will not take this decision lightly, but... not yet...;;;;;;;;;x 
EVTDESC100250;I struggle with the pleasures of life or the pleasures of the after-life ever day. Some days I feel celibacy is the right way for me, other days I cannot get enough of the pleasures of life. Today, I am feeling more inclined towards hedonism than celibacy...;;;;;;;;;x 
EVTOPTA100250;Do I want encouragement or discouragement?;;;;;;;;;x 
EVTTOOLTIP100251;finds [Root.GetTitledFirstName]'s struggling with the decision interesting;;;;;;;;;x 
EVTOPTB100250;I don't want to become a hedonist like my friend!;;;;;;;;;x 
EVTTOOLTIP100252;is upset [Root.GetTitledFirstName] condemns something [Root.GetSheHe] knows nothing about;;;;;;;;;x 
EVTOPTC100250;I... can't... decide... now!;;;;;;;;;x 
EVTDESC100251;I know exactly how [From.GetTitledFirstName] feels right now, trying to decide if [From.GetSheHe] wants a heaven on Earth or in the after-life. Pleasure is everything for me and as I saw [From.GetTitledFirstName] struggle I decided this might be the time, the only time, I could convince [From.GetHerHim] to join our side...;;;;;;;;;x 
EVTOPTA100251;[From.GetTitledFirstName] would never forgive me...;;;;;;;;;x 
EVTTOOLTIP100253;decides to let [From.GetTitledFirstName] struggle with this alone;;;;;;;;;x 
EVTOPTB100251;Convincing [From.GetTitledFirstName] will be a piece of cake...;;;;;;;;;x 
EVTTOOLTIP100254;is easily manipulated by [Root.GetTitledFirstName];;;;;;;;;x 
opinion_confused;Confused;;;;;;;;;x 
EVTDESC100252;I am perfectly happy knowing my paradise is on Earth, mayhap not in Heaven but I would rather live my life in pleasure than in pain and struggle just for the sake of maybe being allowed into Heaven when I die. Other people's opinion of me and my lifestyle seldom bother me, but when my friend [From.GetTitledFirstName] said [From.GetSheHe] did not want to become a hedonist like me it still hurt.;;;;;;;;;x 
EVTOPTA100252;I don't want to hear your opinion, just leave me alone;;;;;;;;;x 
EVTDESC100253;I received neither encouragement nor discouragement from [From.GetTitledFirstName] and was left alone to struggle with my confused feelings about celibacy and hedonism.;;;;;;;;;x 
EVTOPTA100253;What to do, what to choose...;;;;;;;;;x 
EVTDESC100254;Imagine all the pleasures in the world, good food and wine, the touch of skin on skin... To be celibate is to abstain for nearly all worldly pleasures, all for a chance of going to Heaven when you die. So ask yourself: a lifetime of pleasures or perhaps Heaven when you die?'[From.GetTitledFirstName] was very convincing when [From.GetSheHe] talked about hedonism...;;;;;;;;;x 
EVTOPTA100254;Pleasures in this life! Heaven can wait, I want it now!;;;;;;;;;x 
EVTTOOLTIP5061;Onwards - to Hedonism!;;;;;;;;;x 
EVTOPTB100253;I'd rather be rewarded in Heaven;;;;;;;;;x 
EVTDESC100260;Books have always fascinated me and when I heard that a friend of mine is a scholar and member of a small group of people dedicated to studying books, discussing them and learning more about our world through philosophy and science I knew I had to know more!;;;;;;;;;x 
EVTOPTA100260;My friend, tell me more about the scholars!;;;;;;;;;x 
EVTTOOLTIP100261;is glad [Root.GetTitledFirstName] takes an interest to scholarly matters;;;;;;;;;x 
EVTOPTB100260;It sounds incredibly boring;;;;;;;;;x 
EVTTOOLTIP100262;did not ask for [Root.GetTitledFirstName] opinion about [This.GetHerHis] scholarly lifestyle;;;;;;;;;x 
EVTOPTC100260;I need more time to study so I can impress the group of scholars!;;;;;;;;;x 
EVTDESC100261;Being a scholar means you have a great interest in philosophy, science and theology and a willingness to spend hours with dusty old books just to confirm what you already know or discover you were wrong. I was more than happy to talk to [From.GetTitledFirstName] about what being a scholar meant for me and why I choose it...;;;;;;;;;x 
EVTOPTA100261;Being a scholar requires dedication, and you don't have it;;;;;;;;;x 
EVTTOOLTIP100263;can't believe [Root.GetTitledFirstName] don't think [This.GetSheHe] would be dedicated enough to be a scholar;;;;;;;;;x 
EVTOPTB100261;Let me tell you why I became a scholar and then you can decide;;;;;;;;;x 
EVTTOOLTIP100264;listens intently as [Root.GetTitledFirstName] tells [This.GetHerHim] why [Root.GetSheHe] became a scholar;;;;;;;;;x 
EVTDESC100262;I never asked for [From.GetTitledFirstName] opinion about me being a scholar, about my love and passion for books, philosophy, science and theology. The choice I made is one I am proud of and no one, not even my friend, shall take away my pride of being a scholar!;;;;;;;;;x 
EVTOPTA100262;So stop bedraggling my lifestyle [From.GetFirstName]!;;;;;;;;;x 
EVTDESC100263;I couldn't resist yawning when [From.GetTitledFirstName] talked about philosophy, theology and science which earned me a sharp reprimand from [From.GetHerHim]. [From.GetTitledFirstName] refused to tell me more, I tried blaming the yawn on too little sleep but [From.GetSheHe] did not believe me.;;;;;;;;;x 
EVTOPTA100263;It was rather boring...;;;;;;;;;x 
EVTDESC100264;The more [From.GetTitledFirstName] told me about philosophy, science and theology the more I felt like this was a subject I could immerse myself in until I die without having more than brushed upon the vast amount of knowledge found in books and other scholars.;;;;;;;;;x 
EVTOPTA100264;I want this! I want the books, the philosophy - everything!;;;;;;;;;x 
EVTTOOLTIP5000;Scholar - or Mystic?;;;;;;;;;x 
EVTOPTB100263;I am not quite ready yet;;;;;;;;;x 
opinion_not_abandon_friendship;Did Not Abandon Friendship;;;;;;;;;x 
EVTDESC100350;I don't recognize my friend anymore, the things we had in common when we first met and became friends has changed and vanished. Whenever I meet my friend I ask myself: 'Is this the person I want to be friends with? Can we really be friends despite all our differences?';;;;;;;;;x 
EVTOPTA100350;We have drifted apart;;;;;;;;;x 
EVTTOOLTIP100351;[Root.GetTitledFirstName] and [This.GetTitledFirstName] is no longer friends;;;;;;;;;x 
EVTOPTB100350;Tell me, do you think we still can be friends?;;;;;;;;;x 
EVTTOOLTIP100352;Will [Root.GetTitledFirstName] and [This.GetTitledFirstName] still be friends despite their differences?;;;;;;;;;x 
EVTOPTC100350;No! You are my friend, that won't ever change!;;;;;;;;;x 
EVTDESC100351;I've had a good friend in [From.GetTitledFirstName] and it saddens my heart [From.GetSheHe] thinks we no longer have anything in common and the differences between us is too great an obstacle to get over.\n'I no longer see you as my friend,' [From.GetTitledFirstName] told me.;;;;;;;;;x 
EVTOPTA100351;I will miss you...;;;;;;;;;x 
EVTOPTB100351;If you don't want me as your friend, then you're my rival!;;;;;;;;;x 
EVTTOOLTIP100353;[Root.GetTitledFirstName] declares [This.GetTitledFirstName] to no longer be [Root.GetHerHis] friend;;;;;;;;;x 
EVTDESC100352;I liked having you as my friend, but our differences are too great. We have nothing in common any more and I feel... I feel it would be for the best if we no longer were friends.'\n[From.GetTitledFirstName]'s words did not fall lightly from [From.GetHerHis] lips, this was something [From.GetSheHe] had thought long and hard about.;;;;;;;;;x 
EVTOPTA100352;If that is what you feel, then I'll respect that;;;;;;;;;x 
EVTOPTB100352;I want to be your friend, don't throw our friendship away!;;;;;;;;;x 
EVTTOOLTIP100354;[Root.GetTitledFirstName] refuses to give up on their friendship;;;;;;;;;x 
EVTDESC100353;I told [From.GetTitledFirstName] that I liked having [From.GetHerHim] as my friend, but our differences were too great. We have nothing in common any more and it would be for the best if we no longer were friends.;;;;;;;;;x 
EVTOPTA100353;[From.GetTitledFirstName] then declared me [From.GetHerHis] rival!;;;;;;;;;x 
EVTOPTB100353;This friendship is over;;;;;;;;;x 
EVTDESC100354;Instead of agreeing that our friendship is doomed, [From.GetTitledFirstName] told me that as long as [From.GetSheHe] lived [From.GetSheHe] would consider me a friend. All our differences, the things we no longer had in common [From.GetTitledFirstName] dismissed as us having grown up and it was time for us to find new things to talk about and strengthen our friendship with.;;;;;;;;;x 
EVTOPTA100354;So... We are still friends, I guess;;;;;;;;;x 
EVTDESC100400;The wound was still fresh, oozing blood and I paled when I saw it. My friend just joked about it but became more serious when I, appalled by the sight, asked who had caused the injury.;;;;;;;;;x 
EVTOPTA100400;Your rival?! I'll kill him!;;;;;;;;;x 
EVTTOOLTIP100401;[Root.GetTitledFirstName]'s friend's rival [This.GetTitledFirstName] becomes [Root.GetTitledFirstName]'s rival also;;;;;;;;;x 
EVTOPTB100400;My friend's enemy is my enemy!;;;;;;;;;x 
EVTOPTC100400;I won't interfere in this;;;;;;;;;x 
EVTTOOLTIP100402;reacts to [Root.GetTitledFirstName]'s refusal to interfere;;;;;;;;;x 
EVTDESC100401;Without warning, [From.GetTitledFirstName] jumped me and accused me of having wounded [From.GetHerHis] friend. I defended myself the best I could and tried to calm [From.GetTitledFirstName] down so I could meet [From.GetHerHis] accusations.;;;;;;;;;x 
EVTOPTA100401;I barely managed to escape with my life!;;;;;;;;;x 
EVTDESC100402;It was a rather nasty wound but [From.GetTitledFirstName] had it all wrong. Still it was disappointing [From.GetSheHe] thought the matter too inferior for [From.GetHerHis] attention, if it had been my rival who had caused the wound of course I would have wanted [From.GetTitledFirstName] help me retaliate!;;;;;;;;;x 
EVTOPTA100402;I guess our friendship is 'inferior', too...;;;;;;;;;x 
opinion_revenge_seeker;Seeks Revenge;;;;;;;;;x 
EVTDESC100410;For too long I have ignored the constant affronts from my rival but my honor demands I ask my liege [Root.Liege.GetTitledFirstName] for permission to challenge my rival to a duel.;;;;;;;;;x 
EVTOPTA100410;[Root.Liege.GetTitledFirstName], do I have permission for this duel?;;;;;;;;;x 
EVTTOOLTIPA100411;Your rival [This.GetTitledFirstName] hears about your request;;;;;;;;;x 
EVTTOOLTIPB100411;Your liege [This.GetTitledFirstName] considers your request;;;;;;;;;x 
EVTOPTB100410;Have I really thought this through? I might be wounded!;;;;;;;;;x 
EVTDESC100411;Though I had thought [From.GetTitledFirstName] to be a more reasonable man, [From.GetHerHis] request to be allowed to duel [From.GetHerHis] rival was slightly... erratic. [From.GetTitledFirstName] claimed to be constantly subject to affronts from [From.GetHerHis] rival and asked for permission to defend [From.GetHerHis] honor.;;;;;;;;;x 
EVTOPTA100411;Allow the duel;;;;;;;;;x 
EVTTOOLTIP100412;is very grateful for your permission to duel [This.GetHerHis] rival;;;;;;;;;x 
EVTOPTB100411;Disallow it, but take no further action;;;;;;;;;x 
EVTTOOLTIP100413;accepts your refusal but is very disappointed;;;;;;;;;x 
EVTOPTC100411;Disallow it and banish the instigator;;;;;;;;;x 
EVTDESC100412;Although I am not entirely certain why you want to duel your rival, you clearly feel you need to defend your honor. You have my permission.'\n[From.GetTitledFirstName] graciously granted my request.;;;;;;;;;x 
EVTOPTA100412;Too bad I'm only allowed to wound my rival;;;;;;;;;x 
EVTTOOLTIP100415;is wounded by [Root.GetTitledFirstName] in the duel;;;;;;;;;x 
EVTOPTB100412;I have calmed down and realized the duel is very unnecessary;;;;;;;;;x 
EVTDESC100413;I have decided to disallow you to duel your rival with my blessing. Despite what you feel to be slights to your honor I cannot possibly allow you to duel your rival in hot blood...'\n[From.GetTitledFirstName] disregarded the slights to my honor and forbade me to duel my rival!;;;;;;;;;x 
EVTOPTA100413;But... Shall I just accept the affronts?;;;;;;;;;x 
EVTDESC100414;I have decided to disallow you to duel your rival and to banish you from my realm. I cannot have vassals like you trying to duel anyone who affronts them - the mayhem caused would be time consuming and wreak havoc in my realm!'\n[From.GetTitledFirstName] banished me, for a simple duel request?!;;;;;;;;;x 
EVTOPTA100414;This cannot be possible!;;;;;;;;;x 
EVTDESC100415;[From.GetTitledFirstName] had to ask permission from [From.GetHerHis] liege [From.Liege.GetTitledFirstName] in order to be able to challenge me to a duel. I accepted, of course, what else could I do?;;;;;;;;;x 
EVTOPTA100415;That bastard managed to wound me!;;;;;;;;;x 
EVTOPTB100415;I managed to knock [From.GetHerHim] unconscious before anyone was harmed;;;;;;;;;x 
EVTOPTC100415;I defeated [From.GetHerHim] easily;;;;;;;;;x 
opinion_disgraceful;Disgraceful;;;;;;;;;x 
EVTDESC100420;I am absolutely certain my rival is cheating in the tournament! There's no way he could win his fights so easily if he wasn't cheating...;;;;;;;;;x 
EVTOPTA100420;[Root.Liege.GetTitledFirstName] will know what to do with the cheater!;;;;;;;;;x 
EVTTOOLTIP100421;[Root.GetTitledFirstName] tells [This.GetTitledFirstName] about the cheating lord;;;;;;;;;x 
EVTOPTB100420;I'll confront him myself!;;;;;;;;;x 
EVTTOOLTIP100422;[Root.GetTitledFirstName] confronts [Root.GetHerHis] rival [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTC100420;Everyone must know what a cheater he is!;;;;;;;;;x 
EVTTOOLTIP100423;dislikes your slander;;;;;;;;;x 
EVTOPTD100420;I will hold my tongue and tell no one;;;;;;;;;x 
EVTDESC100421;My liege, I have proof one of the participants in the tournament is cheating!'\nThe rivalry between [From.GetTitledFirstName] and the supposed cheater is well known, but I can't imagine [From.GetTitledFirstName] would lie about something this serious!;;;;;;;;;x 
EVTOPTA100421;Imprison the cheater!;;;;;;;;;x 
EVTTOOLTIP100424;is imprisoned for cheating in the tournament;;;;;;;;;x 
EVTOPTB100421;Banish the cheater;;;;;;;;;x 
EVTTOOLTIP100425;is banished for cheating in the tournament;;;;;;;;;x 
EVTOPTC100421;I need more proof than your words, [From.GetTitledFirstName]!;;;;;;;;;x 
EVTDESC100422;The tournament was well on its way when [From.GetTitledFirstName], aggravated by [From.GetHerHis] losses at the list field where we both took part in the jousting, accused me of cheating and presented a ridiculous theory [From.GetSheHe] claimed proved I cheated!;;;;;;;;;x 
EVTOPTA100422;I won every match fair and square!;;;;;;;;;x 
EVTOPTB100422;Your 'evidence' is dishonoring, I challenge you to a duel!;;;;;;;;;x 
EVTTOOLTIP100427;is challenged to a duel;;;;;;;;;x 
EVTDESC100423;Everyone at the tournament [From.Liege.GetTitledFirstName] hosted heard [From.GetTitledFirstName] accusing me of cheating in the tournament. I did not think any one would believe [From.GetTitledFirstName]'s wild accusations, but the suspicious looks and the whispered gossip told me otherwise...;;;;;;;;;x 
EVTOPTA100423;Gold will stop their gossiping!;;;;;;;;;x 
EVTOPTB100423;Why should I care what they think?;;;;;;;;;x 
EVTDESC100424;[FromFrom.GetTitledFirstName] accused me of cheating in the tournament and [From.GetTitledFirstName] believed [FromFrom.GetHerHim]. I was thrown in jail based on unwarranted accusations from a rival of mine - [FromFrom.GetTitledFirstName]!;;;;;;;;;x 
EVTOPTA100424;I will kill you for this, [FromFrom.GetTitledFirstName]!;;;;;;;;;x 
EVTDESC100425;The false accusations from [FromFrom.GetTitledFirstName] about me cheating in the tournament was groundless but [From.GetTitledFirstName] believed every poisonous word that idiot told [From.GetHerHim]. Despite my protests and demands of a fair trial where [FromFrom.GetTitledFirstName] could present [FromFrom.GetHerHis] so-called 'evidence' [From.GetTitledFirstName] chose to banish me!;;;;;;;;;x 
EVTOPTA100425;When I get back, [FromFrom.GetTitledFirstName] will never be safe again...;;;;;;;;;x 
EVTDESC100426;After I told [From.GetTitledFirstName] about my rival cheating in the tournament I eagerly waited for [From.GetHerHis] reaction...;;;;;;;;;x 
EVTOPTA100426;[From.GetTitledFirstName] decided to do nothing!;;;;;;;;;x 
EVTOPTB100426;[From.GetTitledFirstName] imprisoned the cheater!;;;;;;;;;x 
EVTOPTC100426;[From.GetTitledFirstName] banished the cheater!;;;;;;;;;x 
EVTDESC100427;[From.GetTitledFirstName]'s face turned red and [From.GetSheHe] started sputtering swearwords when I accused [From.GetHerHim] of cheating in the tournament. I had made sure I made the accusations where as many people as possible could hear it, something I came to regret quickly when [From.GetTitledFirstName] challenged me to a duel!;;;;;;;;;x 
EVTOPTA100427;I accept, but don't you cheat this time!;;;;;;;;;x 
EVTTOOLTIP100428;defends [This.GetHerHis] honor against [Root.GetTitledFirstName]'s accusations;;;;;;;;;x 
EVTOPTB100427;I jest, I jest! Please don't hit me...;;;;;;;;;x 
EVTTOOLTIP100429;have never seen a more spineless creature than [Root.GetTitledFirstName];;;;;;;;;x 
EVTDESC100428;I defended my honor in the only way possible: I challenged [From.GetTitledFirstName] to a duel in front of all the tournament participants, the spectators and our host, [From.Liege.GetTitledFirstName]. No one calls me a cheater and gets away with it!;;;;;;;;;x 
EVTOPTA100428;I fear... I lost...;;;;;;;;;x 
EVTOPTB100428;I proved my innocence when [From.GetSheHe] lay unconscious on the ground by my feet;;;;;;;;;x 
EVTOPTC100428;I defeated [From.GetTitledFirstName] and thus proved I am not a cheater;;;;;;;;;x 
EVTDESC100429;It was as I thought, [From.GetTitledFirstName] was all talk and no spine. Coward! [From.GetTitledFirstName] hastily withdrew [From.GetHerHis] unwarranted accusations when I threatened to punch [From.GetHerHis] teeth down [From.GetHerHis] throat in a duel.;;;;;;;;;x 
EVTOPTA100429;I should have done it anyway...;;;;;;;;;x 
EVTDESC100440;I have great faith in [Root.Religion.GetRandomGodName] but you wonder where the world is going when heretics are trying to overturn all we ever believed in and bring us false gods! Among many others, my rival has embraced a heretical version of the [Root.Religion.GetName] faith.;;;;;;;;;x 
EVTOPTA100440;Surely [Root.Religion.GetRandomGodName] needs defenders against men like him!;;;;;;;;;x 
EVTTOOLTIP100441;[Root.GetTitledFirstName] offers [Root.RelHead.GetTitledFirstName] [Root.GetHerHis] help against heretics like [Root.GetHerHis] rival;;;;;;;;;x 
EVTOPTB100440;My enmity to him is quite secular, thanks;;;;;;;;;x 
EVTOPTC100440;There might be something truthful in his views;;;;;;;;;x 
EVTDESC100441;It is with sorrow in my heart that I must tell you that an errant subject has chosen to become a heretic. I trust that Your Holiness will see to it that no one else is tempted to follow the same heretical way...'\n[From.GetTitledFirstName] warned us of a subject lead astray.;;;;;;;;;x 
EVTOPTA100441;We have no choice but to excommunicate this poor soul;;;;;;;;;x 
EVTTOOLTIP100443;is sent a letter telling [This.GetTitledFirstName] [From.GetSheHe] has been excommunicated by [Root.GetTitledFirstName];;;;;;;;;x 
EVTTOOLTIP100444;is sent a letter promising [Root.GetTitledFirstName] will take care of the heretic;;;;;;;;;x 
EVTOPTB100441;We do not find this important at the moment;;;;;;;;;x 
EVTTOOLTIP100445;is sent a polite rejection letter thanking [This.GetHerHim] for the warning;;;;;;;;;x 
EVTDESC100442;Forgive me, [Root.Religion.GetRandomGodNameCap] for I have sinned! The heretical ways of my rival has ensnared me and I find myself being of the [Root.Religion.GetName] faith.;;;;;;;;;x 
EVTOPTA100442;Maybe this isn't so bad...;;;;;;;;;x 
EVTDESC100443;On the behest of [FromFrom.GetTitledFirstName] we, [From.GetTitledFirstName], agree that you should be denied communion and be excommunicated! May God have mercy on your soul.\n\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA100443;What!?;;;;;;;;;x 
EVTDESC100444;[Root.GetTitledFirstName], we would like to thank you for your warning about the heretical [From.GetTitledFirstName] among our subjects.\n\n[FromFrom.GetTitledFirstName];;;;;;;;;x 
EVTOPTA100444;I only did what any [Root.Religion.GetName] should do;;;;;;;;;x 
EVTDESC100445;After some consideration we have decided not to excommunicate the supposed heretic you warned us about as we cannot find any incriminating evidence against the your rival. [From.Religion.GetRandomGodNameCap] be with you.\n\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA100445;Oh well, it was worth a try...;;;;;;;;;x 
EVTDESC100450;My liege [Root.Liege.GetTitledFirstName] has no idea what a treacherous and despicable person that [Root.GetManWoman] is! My rival fawns over our liege and [Root.Liege.GetTitledFirstName] seems to like the flattery my rival pours over [Root.Liege.GetHerHim]...;;;;;;;;;x 
EVTOTPA100450;I shall expose my rival as the snake [Root.GetSheHe] is!;;;;;;;;;x 
EVTTOOLTIP100451;[Root.GetTitledFirstName] tells [This.GetTitledFirstName] what a despicable person [Root.GetHerHis] rival is;;;;;;;;;x 
EVTOTPB100450;[Root.Liege.GetTitledFirstName] will soon know how treacherous that [Root.GetManWoman] can be...;;;;;;;;;x 
EVTDESC100451;My liege, please listen to me! That [From.GetManWoman] you are so fond of is no more than a treacherous, despicable snake!'\n[From.GetTitledFirstName] tried to convince me to be more careful about my friends.;;;;;;;;;x 
EVTOTPA100451;I did not know!;;;;;;;;;x 
EVTTOOLTIP100453;[Root.Liege.GetTitledFirstName] shuns [Root.Liege.GetHerHis] former friend [This.GetTitledFirstName];;;;;;;;;x 
EVTOTPB100451;I don't believe you! You are just jealous...;;;;;;;;;x 
EVTTOOLTIP100452;qualms are ignored by [Root.GetTitledFirstName];;;;;;;;;x 
EVTDESC100452;The more I told [From.GetTitledFirstName] about the misdeeds my rival had done, the treachery and the despicable things I had seen with my own eyes, the more silent and brooding  [From.GetTitledFirstName] became. I feared I may had overdone it, that my liege wouldn't believe me...;;;;;;;;;x 
EVTOPTA100452;[From.GetTitledFirstName] believed every word I said!;;;;;;;;;x 
EVTOPTB100452;[From.GetTitledFirstName] called me a liar!;;;;;;;;;x 
EVTDESC100453;[From.GetTitledFirstName] told me about the misdeeds you have done, the treachery and the despicable things [From.GetSheHe] has seen with [From.GetHerHis] own eyes! I thought we were friends, but now I know better...'\nI couldn't convince [FromFrom.GetTitledFirstName] to believe me rather than [From.GetTitledFirstName]'s lies.;;;;;;;;;x 
EVTOPTA100453;Curse you, [From.GetTitledFirstName]!;;;;;;;;;x 
EVTDESC100460;Would you know it, I heard your rival fancies a [Root.GetManWoman]!'\nIt came as quite a shock to hear the rumors that my rival is a sodomite!;;;;;;;;;x 
EVTOTPA100460;Finally, something I can use to slander my rival's reputation!;;;;;;;;;x 
EVTTOOLTIP100461;has nothing but contempt for [Root.GetTitledFirstName];;;;;;;;;x 
