#CODE;ENGLISH;;;;;;;;;x 
AIREASON_TOO_OLD;§Y[GetTitledFirstName]§! is past childbearing age;;;;;;;;;x 
komi;Komi;;;;;;;;;x 
lettigallish;Lettigallian;;;;;;;;;x 
lithuanian;Lithuanian;;;;;;;;;x 
prussian;Prussian;;;;;;;;;x 
turkish;Turkish;;;;;;;;;x 
mongol;Mongol;;;;;;;;;x 
cuman;Cuman;;;;;;;;;x 
pecheneg;Pecheneg;;;;;;;;;x 
bedouin_arabic;Qahtanite;;;;;;;;;x 
levantine_arabic;Levantine;;;;;;;;;x 
egyptian_arabic;Egyptian;;;;;;;;;x 
andalusian_arabic;Andalusian;;;;;;;;;x 
russian;Russian;;;;;;;;;x 
#pommeranian;Pommeranian;;;;;;;;;x 
bohemian;Bohemian;;;;;;;;;x 
polish;Polish;;;;;;;;;x 
croatian;Croatian;;;;;;;;;x 
serbian;Serbian;;;;;;;;;x 
#romanian;Romanian;;;;;;;;;x 
bulgarian;Bulgarian;;;;;;;;;x 
hungarian;Hungarian;;;;;;;;;x 
persian;Persian;;;;;;;;;x 
ethiopian;Ethiopian;;;;;;;;;x 
north_germanic;North Germanic;;;;;;;;;x 
central_germanic;Central Germanic;;;;;;;;;x 
west_germanic;West Germanic;;;;;;;;;x 
latin;Latin;;;;;;;;;x 
iberian;Iberian;;;;;;;;;x 
byzantine;Eastern;;;;;;;;;x 
celtic;Celtic;;;;;;;;;x 
finno_ugric;Finno-Ugric;;;;;;;;;x 
baltic;Baltic;;;;;;;;;x 
altaic;Altaic;;;;;;;;;x 
arabic;Arabic;;;;;;;;;x 
east_slavic;East Slavic;;;;;;;;;x 
west_slavic;West Slavic;;;;;;;;;x 
south_slavic;South Slavic;;;;;;;;;x 
magyar;Magyar;;;;;;;;;x 
iranian;Iranian;;;;;;;;;x 
east_african;East African;;;;;;;;;x 
ACTOR_EXTRA;[ActorExtra.GetBestName];;;;;;;;;x 
RECIPIENT_EXTRA;[RecipientExtra.GetBestName];;;;;;;;;x 
GETISVALIDDESC;[GetIsValidDesc];;;;;;;;;x 
THIRDPARTYTITLE;[ThirdPartyTitle.GetFullName];;;;;;;;;x 
DIPLOOPENING_RELATIVE;Dear $RELATION$,\n;;;;;;;;;x 
DIPLOOPENING_OTHER;To the $ADJ$ $TO$,\n;;;;;;;;;x 
DIPLOOPENING_ABOVE_LIEGE;$FOA$,\n;;;;;;;;;x 
DIPLOOPENING_LIEGE;My Liege,\n;;;;;;;;;x 
DIPLOWINDOW_ACCEPT;Accept;;;;;;;;;x 
DIPLOWINDOW_REJECT;Decline;;;;;;;;;x 
GREET_ADJ_BAD_0;Most Despicable;;;;;;;;;x 
GREET_ADJ_BAD_1;Wretched;;;;;;;;;x 
GREET_ADJ_BAD_2;Deplorable;;;;;;;;;x 
GREET_ADJ_BAD_3;Pitiful;;;;;;;;;x 
GREET_ADJ_GOOD_0;Great;;;;;;;;;x 
GREET_ADJ_GOOD_1;Magnificent;;;;;;;;;x 
GREET_ADJ_GOOD_2;Honorable;;;;;;;;;x 
GREET_ADJ_GOOD_3;Glorious;;;;;;;;;x 
GREET_ADJ_GOOD_4;Heroic;;;;;;;;;x 
GREET_ADJ_GOOD_5;Most Excellent;;;;;;;;;x 
DIPLOFLAVOR_INSULT_0;Tales of your misdeeds are told from Ireland to Cathay.;;;;;;;;;x 
DIPLOFLAVOR_INSULT_1;Your low character is the subject of Greek plays.;;;;;;;;;x 
DIPLOFLAVOR_INSULT_2;May your humors rot in your living body.;;;;;;;;;x 
DIPLOFLAVOR_INSULT_3;May your years be short and miserable.;;;;;;;;;x 
DIPLOFLAVOR_INSULT_4;May wisdom ever elude you.;;;;;;;;;x 
DIPLOFLAVOR_INSULT_muslim_0;Damn your seventh grandfather.;;;;;;;;;x 
DIPLOFLAVOR_INSULT_muslim_1;May you be sewn up alive in the belly of a dead camel.;;;;;;;;;x 
DIPLOFLAVOR_INSULT_muslim_2;May Allah destroy your house.;;;;;;;;;x 
DIPLOFLAVOR_INSULT_muslim_3;You child of a mangy dog.;;;;;;;;;x 
DIPLOFLAVOR_FLATTERY_0;Blessings upon you and your House.;;;;;;;;;x 
DIPLOFLAVOR_FLATTERY_1;Your wisdom and mercy are legendary.;;;;;;;;;x 
DIPLOFLAVOR_FLATTERY_2;Peace be with you.;;;;;;;;;x 
DIPLOFLAVOR_FLATTERY_3;May you live in harmony and contentment.;;;;;;;;;x 
tuberculosis;Consumption;;;;;;;;;x 
TUBERCULOSIS_INFO;Consumption is an older name for the terrible scourge of Tuberculosis.;;;;;;;;;x 
typhoid_fever;Typhoid Fever;;;;;;;;;x 
TYPHOID_FEVER_INFO;Typhoid Fever, or Slow Fever, is loose in this county.;;;;;;;;;x 
typhus;Typhus;;;;;;;;;x 
TYPHUS_INFO;Epidemic Typhus or Camp Fever, is rampant.;;;;;;;;;x 
bubonic_plague;Bubonic Plague;;;;;;;;;x 
BUBONIC_PLAGUE_INFO;The Pale Rider has brought the Black Death to this county.;;;;;;;;;x 
measles;Measles;;;;;;;;;x 
MEASLES_INFO;There is an epidemic of Measles in this county.;;;;;;;;;x 
small_pox;Smallpox;;;;;;;;;x 
SMALL_POX_INFO;Smallpox has struck this county, killing almost half of those infected.;;;;;;;;;x 
TIMELEFT;$MONTHS$ Months left;;;;;;;;;x 
COVERAGE;This outbreak currently covers $NUM$ provinces;;;;;;;;;x 
PROVINCE_HAS_DISEASE;Has an outbreak of $DISEASE$;;;;;;;;;x 
PROVINCE_DOES_NOT_HAVE_DISEASE;Does not have an outbreak of $DISEASE$;;;;;;;;;x 
PROVINCE_HAS_ANY_DISEASE;Has any disease outbreak;;;;;;;;;x 
PROVINCE_DOES_NOT_HAVE_ANY_DISEASE;Does not have any disease outbreak;;;;;;;;;x 
CK2DLC001;Dynasty Coat of Arms Pack 1;;;;;;;;;x 
CK2DLC001_DESC;Description for Dynasty Coat of Arms Pack 1;;;;;;;;;x 
CK2DLC002;Mongol Face Pack;;;;;;;;;x 
CK2DLC002_DESC;Description for Mongol Face Pack;;;;;;;;;x 
DYNATREE_TOTALMEMBERS;Total Members: $TOTAL$;;;;;;;;;x 
DYNATREE_HOUSEOF;House $HOUSENAME$;;;;;;;;;x 
DYNATREE_LIVINGMEMBERS;Living Members: $LIVING$;;;;;;;;;x 
DYNATREE_GOTOHEAD;Go to head of dynasty;;;;;;;;;x 
DYNATREE_GOTOFOUNDER;Go to founder of dynasty;;;;;;;;;x 
DYNATREE_TOGGLETREE;Toggle family/dynasty tree;;;;;;;;;x 
DYNATREE_FULLSCREEN;Toggle fullscreen;;;;;;;;;x 
DYNATREE_EXIT;Exit;;;;;;;;;x 
DYNATREE_EXPAND;Expand/Collapse children;;;;;;;;;x 
DYNATREE_CLICKTOSWITCH;§GClick to switch to this dynasty§W;;;;;;;;;x 
DYNA_PRESTIGE;Prestige:;;;;;;;;;x 
DYNA_CHILDREN;Children;;;;;;;;;x 
DYNA_FAMILYTREE;Family Tree;;;;;;;;;x 
DYNA_PARENTS;Parents;;;;;;;;;x 
DYNA_GRANDPARENTS;Grandparents;;;;;;;;;x 
DYNA_GREATGRANDPARENTS;Great Grandparents;;;;;;;;;x 
BASTARD_CHILD;Bastard Child;;;;;;;;;x 
LINEAGE;Lineage;;;;;;;;;x 
OTHER_PARENT_IN_LINEAGE;Other Parent in Lineage;;;;;;;;;x 
RIGHT_CLICK_TREE;Right-Click and hold to move tree around.;;;;;;;;;x 
SENDAASSSINEFFECT;§Y$WHO$§W will send assassins after §Y$TARGET$§W.\n;;;;;;;;;x 
ADD_SUB_UNIT_EFFECT;Get $UNIT$ in $WHERE$.;;;;;;;;;x 
CHANGE_CONTROLLER_EFFECT;$WHO$ takes control over $WHERE$.;;;;;;;;;x 
WAR_EFFECT;Declare War on $WHO$;;;;;;;;;x 
CHANGE_SIEGE;The defenders in the siege in $WHERE$ will get $SIZE$ penalties.;;;;;;;;;x 
SIEGE_MINOR;minor;;;;;;;;;x 
SIEGE_AVERAGE;average;;;;;;;;;x 
SIEGE_MAJOR;major;;;;;;;;;x 
SPAWN_EVENT;The event '$WHICH$' happens.\n;;;;;;;;;x 
TREASURY_EFFECT;$DIRECTION$ $VALUE$ gold.\n;;;;;;;;;x 
PRESTIGE_EFFECT;$DIRECTION$ $VALUE$ Prestige.\n;;;;;;;;;x 
WAREXHAUSTION_EFFECT;$DIRECTION$ $VALUE$ war exhaustion.\n;;;;;;;;;x 
MANPOWER_EFFECT;$DIRECTION$ $VALUE$ manpower.\n;;;;;;;;;x 
ARMYTRADITION_EFFECT;$DIRECTION$ $VALUE$ army tradition.\n;;;;;;;;;x 
NAVYTRADITION_EFFECT;$DIRECTION$ $VALUE$ navy tradition.\n;;;;;;;;;x 
BADBOY_EFFECT;$DIRECTION$ $VALUE$ Infamy.\n;;;;;;;;;x 
CAPITAL_CHANGE;$NEW$ will become the new capital.\n;;;;;;;;;x 
POLICY_CHANGE;$SLIDER$ $DIRECTION$ $VALUE$.\n;;;;;;;;;x 
NEW_CORE_EFFECT;Gain core on $NEW$.\n;;;;;;;;;x 
LOSE_CORE_EFFECT;Lose core on $LOSE$.\n;;;;;;;;;x 
GAIN_CB;Gain casus-belli on $WHO$.\n;;;;;;;;;x 
REV_GAIN_CB;$ACTIVE$ gains a casus-belli on $PASSIVE$.\n;;;;;;;;;x 
ADVISOR_DEAD;The $TYPE$ $WHO$ dies.\n;;;;;;;;;x 
CULTURE_CHANGE;$NEW$ becomes the new primary culture.\n;;;;;;;;;x 
BECOME_EMPEROR;You have become Emperor.\n;;;;;;;;;x 
LOSE_EMPEROR;Abdicate as Emperor.\n;;;;;;;;;x 
BECOME_ELECTOR;Become Elector.\n;;;;;;;;;x 
LOSE_ELECTOR;Will no longer be an Elector.\n;;;;;;;;;x 
ADD_IDEA;Gain a $NEW$ idea.\n;;;;;;;;;x 
REM_IDEA;Lose a $LOSE$ idea.\n;;;;;;;;;x 
GOV_CHANGE;The type of government changes to $GOV$;;;;;;;;;x 
#TECH_INVEST;$DIRECTION$ $VALUE$ invested in $TECH$.\n;;;;;;;;;x 
GROUP_CHANGE;Technology group changed to $GROUP$.\n;;;;;;;;;x 
CHANGE_TAG;Become $NEW$.\n;;;;;;;;;x 
CREATE_REVOLT;$SIZE$ regiment(s) rises up in revolt in $WHERE$.\n;;;;;;;;;x 
CREATE_PIRATE;$SIZE$ ship(s) with pirates will appear in $WHERE$.\n;;;;;;;;;x 
NATIVE_FEROCITY;Natives in $WHERE$ $DIRECTION$ $VALUE$ ferocity. ;;;;;;;;;x 
NATIVE_HOSTILENESS;Natives in $WHERE$ $DIRECTION$ $VALUE$ hostility. ;;;;;;;;;x 
NATIVE_SIZE;Natives in $WHERE$ $DIRECTION$ $VALUE$ size. ;;;;;;;;;x 
BASE_TAX;$DIRECTION$ $VALUE$ base tax in $WHERE$.\n;;;;;;;;;x 
CITYSIZE;$DIRECTION$ $VALUE$ population in $WHERE$.\n;;;;;;;;;x 
MISSIONARIES;$DIRECTION$ $VALUE$ missionaries.\n;;;;;;;;;x 
MERCHANTS;$DIRECTION$ $VALUE$ merchants.\n;;;;;;;;;x 
COLONISTS;$DIRECTION$ $VALUE$ colonists.\n;;;;;;;;;x 
SPIES;$DIRECTION$ $VALUE$ spies.\n;;;;;;;;;x 
DIPLOMATS;$DIRECTION$ $VALUE$ diplomats.\n;;;;;;;;;x 
HRE_STATUS;$WHERE$ will $DIRECTION$ a part of the Holy Roman Empire.\n;;;;;;;;;x 
BECOME;become;;;;;;;;;x 
NOLONGER;no longer be;;;;;;;;;x 
PROV_MANPOWER;$DIRECTION$ $VALUE$ manpower in $WHERE$.\n;;;;;;;;;x 
DISCOVER;Discover $WHERE$.\n;;;;;;;;;x 
COT_CHANGE;$DIRECTION$ centre of trade in $WHERE$.\n;;;;;;;;;x 
ADD_BUILDING;Gain $NAME$ in $WHERE$.\n;;;;;;;;;x 
REM_BUILDING;Lose $NAME$ in $WHERE$.\n;;;;;;;;;x 
GOODS_CHANGE;$NAME$ will now be produced in $WHERE$.\n;;;;;;;;;x 
SECEDE_PROVINCE;Cede $WHERE$ to $WHO$.\n;;;;;;;;;x 
INHERIT;Inherit $WHO$.\n;;;;;;;;;x 
RELEASE;Release $WHO$.\n;;;;;;;;;x 
ADDTRAITEFFECT;§Y$WHO$§! gains the trait '§Y$TRAIT$§!'\n;;;;;;;;;x 
REMOVETRAITEFFECT;§Y$WHO$§! loses the trait '§Y$TRAIT$§!'\n;;;;;;;;;x 
NEW_GOVERNOR_EFFECT_A;$NEW$ becomes governor of $WHERE$.\n;;;;;;;;;x 
NEW_GOVERNOR_EFFECT_B;$WHO$ becomes governor of $WHERE$.\n;;;;;;;;;x 
MOVE_CHARACTER;$WHO$ joins $WHERE$.\n;;;;;;;;;x 
WEALTH_EFFECT;$WHO$ $DIRECTION$ $VALUE$ wealth.\n;;;;;;;;;x 
LOYALTY_EFFECT;$WHO$ $DIRECTION$ $VALUE$ loyalty.\n;;;;;;;;;x 
POPULARITY_EFFECT;$WHO$ $DIRECTION$ $VALUE$ popularity.\n;;;;;;;;;x 
CORRUPTION_EFFECT;$WHO$ $DIRECTION$ $VALUE$ corruption.\n;;;;;;;;;x 
FAM_PRESTIGE_EFFECT;$WHO$ $DIRECTION$ $VALUE$ family prestige.\n;;;;;;;;;x 
BARBARIAN_POWER_EFFECT;$DIRECTION$ $VALUE$ barbarian power in $WHERE$ .\n;;;;;;;;;x 
ASSIGN_OFFICE_EFFECT;Appoint $CHAR$ to $NEW$.\n;;;;;;;;;x 
CREATE_COLONY_EFFECT;Colony of  $SIZE$ population founded in $WHERE$.\n;;;;;;;;;x 
RANDOM_EFFECT;§Y$CHANCE$%§! chance of ;;;;;;;;;x 
RANDOM_LIST_EFFECT;§YOne of $SIZE$ options will happen:§!\n;;;;;;;;;x 
UNIT_ALLEGIANCE_EFFECT;$UNIT$ defects to $WHO$.\n;;;;;;;;;x 
LOSE;Lose;;;;;;;;;x 
GAIN;Gain;;;;;;;;;x 
NO_EFFECT;No Effect;;;;;;;;;x 
CIV_VALUE;$DIRECTION$ $VALUE$ Civilization in $WHERE$.\n;;;;;;;;;x 
SPAWN_HORDE;A barbarian horde of $SIZE$ units will spawn in $WHERE$.\n;;;;;;;;;x 
REMOVE_GOVERNOR;$WHO$ will no longer be governor of $WHERE$.\n;;;;;;;;;x 
SET_FAMILY_EFFECT;$CHAR$ becomes a member of the $FAMILY$ family.\n;;;;;;;;;x 
GIVE_TITLE_EFFECT;$CHAR$ becomes $TITLE$.\n;;;;;;;;;x 
REMOVE_TITLE_EFFECT;$CHAR$ is no longer $TITLE$.\n;;;;;;;;;x 
IMPLEMENT_LAW;Implement ;;;;;;;;;x 
REVOKE_LAW;Revoke ;;;;;;;;;x 
CHARBANISHEFFECT;§Y$NAME$§! is banished to §Y$TARGET$§!\n;;;;;;;;;x 
MODIFIER_ADDED;$WHERE$ gets '§Y$WHAT$§!' until §Y$DATE$§!, giving the following effects:\n$EFFECT$\n\n;;;;;;;;;x 
MODIFIER_REMOVED;$WHAT$ will be removed from $WHERE$.\n;;;;;;;;;x 
DIPLOMACYEFFECT;$DIRECTION$ $VALUE$ Diplomacy\n;;;;;;;;;x 
INTRIGUEEFFECT;$DIRECTION$ $VALUE$ Intrigue\n;;;;;;;;;x 
STEWARDSHIPEFFECT;$DIRECTION$ $VALUE$ Stewardship\n;;;;;;;;;x 
LEARNINGEFFECT;$DIRECTION$ $VALUE$ Learning\n;;;;;;;;;x 
MARTIALEFFECT;$DIRECTION$ $VALUE$ Martial\n;;;;;;;;;x 
SET_TITLE_HOLDER_GAIN_EFFECT;§Y$CHAR$§! gains the §Y$TITLE$§!\n;;;;;;;;;x 
SET_TITLE_HOLDER_INHERIT_EFFECT;§Y$CHAR$§! inherits the §Y$TITLE$§!\n;;;;;;;;;x 
SET_TITLE_HOLDER_GRANT_EFFECT;§Y$CHAR$§! is granted the §Y$TITLE$§!\n;;;;;;;;;x 
REBEL_DEFECTION_EFFECT;The §Y$TITLE$§! defects to §Y$CHAR$§!\n;;;;;;;;;x 
END_WAR_EFFECT;War ends with the following peace terms:\n;;;;;;;;;x 
PHASE_CHANGE_TO;Combat phase changes to;;;;;;;;;x 
CROWN_INVESTITURE;The Crown may appoint Bishops\n;;;;;;;;;x 
CHURCH_INVESTITURE;Only the Pope may appoint Bishops\n;;;;;;;;;x 
FREE_INVESTITURE;Any liege lord may appoint Bishops\n;;;;;;;;;x 
CROWN_CHARTERS_ONLY;Only the Crown can grant city charters\n;;;;;;;;;x 
FREE_CHARTERS;Any liege lord can grant city charters\n;;;;;;;;;x 
KINGS_PEACE_ON;Vassals can no longer fight each other.\n;;;;;;;;;x 
KINGS_PEACE_OFF;Vassals can now fight each other.\n;;;;;;;;;x 
KINGS_FULL_PEACE_ON;Vassals can no longer wage war.\n;;;;;;;;;x 
KINGS_FULL_PEACE_OFF;Vassals can now wage war.\n;;;;;;;;;x 
PROTECTED_INHERITANCE_ON;Vassal titles can no longer pass outside the Realm through inheritance.\n;;;;;;;;;x 
PROTECTED_INHERITANCE_OFF;Vassal titles can now pass outside the Realm through inheritance.\n;;;;;;;;;x 
APPOINT_GENERALS_ON;You can now appoint army leaders.\n;;;;;;;;;x 
APPOINT_GENERALS_OFF;You can no longer appoint army leaders.\n;;;;;;;;;x 
APPOINT_REGENTS_ON;You can now nominate Regents.\n;;;;;;;;;x 
APPOINT_REGENTS_OFF;You can no longer nominate Regents.\n;;;;;;;;;x 
HEREDITARY_JOB_ON;The $JOB$ title is now hereditary\n;;;;;;;;;x 
HEREDITARY_JOB_OFF;The $JOB$ title is no longer hereditary\n;;;;;;;;;x 
REL_AUTHORITY_EFFECT;$DIRECTION$ $PERC$ Moral Authority\n;;;;;;;;;x 
SET_NAME_EFFECT;$OLD_NAME$ changes name to $NEW_NAME$\n;;;;;;;;;x 
PLOT_IS_REVEALED;Plot is revealed\n;;;;;;;;;x 
BACK_PLOT_EFFECT;$BACKER$ joins $PLOTTER$ in the plot to $TITLE$\n;;;;;;;;;x 
LEAVE_PLOT_EFFECT;$BACKER$ abandons $PLOTTER$'s plot to $TITLE$\n;;;;;;;;;x 
IMPREGNATE_EFFECT;$WHO$ becomes pregnant with $FATHER$'s child\n;;;;;;;;;x 
DEFAULT_SENDEVENT_EVENTOPTION_TOOLTIP;Character receives an event\n;;;;;;;;;x 
LOSE_CLAIM_ON;$WHO$ loses the claim on the §Y$TITLE$§!\n;;;;;;;;;x 
EARNS_NICKNAME;Will be known as;;;;;;;;;x 
CHARRELEASEEFFECT;is released from prison.\n;;;;;;;;;x 
CHARIMPRISONEFFECT;§Y$WHO$§! is imprisoned by §Y$KEEPER$§!.\n;;;;;;;;;x 
MARRIAGEEFFECT;§Y$WHO$§! marries §Y$SPOUSE$§!.\n;;;;;;;;;x 
DIVORCEEFFECT;§Y$WHO$§! divorces §Y$SPOUSE$§!.\n;;;;;;;;;x 
SET_GUARDIAN_EFFECT;$GUARDIAN$ becomes the guardian of $WHO$.\n;;;;;;;;;x 
BECOME_HERETIC_EFFECT;Embraces the §Y$HERESY$§! heresy.\n;;;;;;;;;x 
ABANDON_HERESY_EFFECT;Abandons the §Y$HERESY$§! heresy.\n;;;;;;;;;x 
NAMED_CHARACTER_CREATED;$TYPE$ named §Y$NAME$§! appears at the court of §Y$EMPLOYER$§!.\n;;;;;;;;;x 
INFANT_CREATED;An infant named §Y$NAME$§! appears at the court of §Y$EMPLOYER$§!.\n;;;;;;;;;x 
CHARACTER_CREATED;A $TYPE$ appears at the court of §Y$EMPLOYER$§!.\n;;;;;;;;;x 
HEALTH_EFFECT;§Y$WHO$§W $DIRECTION$ $VALUE$ Health.\n;;;;;;;;;x 
FERTILITY_EFFECT;§Y$WHO$§W $DIRECTION$ $PERC$ Fertility.\n;;;;;;;;;x 
CHANGECULTUREEFFECT;$WHERE$ becomes $NAME$.\n;;;;;;;;;x 
RELIGION_CHANGE;$WHERE$ becomes $NAME$.\n;;;;;;;;;x 
ACTIVATE_TITLE_EFFECT;§Y$TITLE$§! now exists.\n;;;;;;;;;x 
DEACTIVATE_TITLE_EFFECT;§Y$TITLE$§! no longer exists.\n;;;;;;;;;x 
CHARDEATHEFFECT;§Y$NAME$§! dies!\n;;;;;;;;;x 
CURE_ILLNESS_EFFECT;Is cured of all illness!\n;;;;;;;;;x 
BETROTHAL_EFFECT;$WHO$ gets betrothed to $SPOUSE$.\n;;;;;;;;;x 
BREAK_BETROTHAL_EFFECT;$WHO$ breaks the betrothal with $SPOUSE$.\n;;;;;;;;;x 
CREATEHOLDING_EFFECT;Establish the $NAME$.\n;;;;;;;;;x 
ALL_PROV_LORDS;All Province Lords;;;;;;;;;x 
ALL_PROV_CHARS;All Province Characters;;;;;;;;;x 
ALL_COURTIERS;All Courtiers;;;;;;;;;x 
ALL_HOST_COURTIERS;All Host Courtiers;;;;;;;;;x 
ALL_REALM_LORDS;All Realm Lords;;;;;;;;;x 
ALL_REALM_CHARACTERS;All Realm Characters;;;;;;;;;x 
ALL_VASSALS;All Vassals;;;;;;;;;x 
ALL_DYNASTY_MEMBERS;All Dynasty Members;;;;;;;;;x 
APPROVE_LAW;Approve ;;;;;;;;;x 
VOTE_ON_LAW;Vote on ;;;;;;;;;x 
PRESS_CLAIM_ON;$WHO$ presses the claim on $TITLE$\n;;;;;;;;;x 
ALL_INDEPENDENT_RULERS;All Independent Rulers;;;;;;;;;x 
ALL_CURRENT_ENEMIES;All War Enemies;;;;;;;;;x 
START_WAR_EFFECT;$ATTACKER$ declares war on $DEFENDER$\n;;;;;;;;;x 
WAR_BECOMES_INVALID;The war ends\n;;;;;;;;;x 
#MORALE_EFFECT;Troops gets $PERC$ morale.\n;;;;;;;;;x 
#REINFORCE_EFFECT;Commanded troops are reinforced by $PERC$.\n;;;;;;;;;x 
#INVERTREINFORCE_EFFECT;$PERC$ of commanded troops are killed.\n;;;;;;;;;x 
ALLOW_REVOKATION_ON;Revocation of titles Allowed.\n;;;;;;;;;x 
ALLOW_REVOKATION_OFF;Revocation of titles Disallowed.\n;;;;;;;;;x 
ALLOW_FREE_INFIDEL_REVOKATION_ON;Revocation of infidel titles free.\n;;;;;;;;;x 
ALLOW_FREE_INFIDEL_REVOKATION_OFF;Revocation of infidel titles no longer free.\n;;;;;;;;;x 
ALLOW_FREE_REVOKATION_ON;Revocation of titles free.\n;;;;;;;;;x 
ALLOW_FREE_REVOKATION_OFF;Revocation of titles no longer free.\n;;;;;;;;;x 
ENEMY_TROOPS;§YEnemy§!: ;;;;;;;;;x 
INHERIT_EFFECT;§Y$ABDICATOR$§! abdicates to §Y$HEIR$§!.\n;;;;;;;;;x 
FATHER_EFFECT;§Y$FATHER$§W adopts §Y$WHO$§W.\n;;;;;;;;;x 
MOTHER_EFFECT;§Y$MOTHER$§W adopts §Y$WHO$§W.\n;;;;;;;;;x 
DISEASE_INCREASED;Duration of Disease increased by $VAL$ months.\n;;;;;;;;;x 
DISEASE_DECREASED;Duration of Disease reduced by $VAL$ months.\n;;;;;;;;;x 
#BECOMES_EXCOMMUNICATED_EFFECT;Becomes Excommunicated;;;;;;;;;x 
#EXCOMMUNICATION_LIFTED_EFFECT;Excommunication Lifted;;;;;;;;;x 
COMBATEND_SURVIVORS;Survivors;;;;;;;;;x 
COMBATEND_CASUALTIES;Casualties;;;;;;;;;x 
COMBATEND_INITIAL;Initial;;;;;;;;;x 
COMBATEND_GARRISON;Garrison;;;;;;;;;x 
COMBATEND_WARSCORE;§YChange in War Score§!;;;;;;;;;x 
COMBATEND_CHAR_DEAD;$CHAR$ died during the battle;;;;;;;;;x 
COMBATEND_CHAR_IMPR;$CHAR$ was captured during the battle;;;;;;;;;x 
COMBATEND_PRESTIGE;§YPrestige Gained in Battle§!;;;;;;;;;x 
COMBATEND_TOTAL;Total:;;;;;;;;;x 
COMBATEND_REST;All other leaders: ;;;;;;;;;x 
COMBATEND_PIETY;§Y[Player.Religion.GetPietyName] Gained in Battle§!;;;;;;;;;x 
COMBATEND_WEALTH_STOLEN;§YGold Gained in Siege§!;;;;;;;;;x 
COMBATVIEW_TOTALTROOPS;Total remaining troops;;;;;;;;;x 
COMBATVIEW_TOTALTROOPS_FLANK;Remaining troops in this flank:;;;;;;;;;x 
COMBATVIEW_PHASE_NAME;This flank is currently in the §Y$PHASE$ phase§W;;;;;;;;;x 
COMBATVIEW_PHASE_DAMAGE;In the $PHASE$ phase this flank will do an average damage of §Y$AVERAGE$§W per soldier and day;;;;;;;;;x 
COMBATVIEW_PHASE_DESC_SKIRMISH;In the Skirmish phase the armies will stay at a distance\n§YArchers§W, §YHorse Archers§W and §YLight Cavalry§W excel in the §YSkirmish Phase§W;;;;;;;;;x 
COMBATVIEW_PHASE_DESC_MELEE;In the Melee phase the armies are locked in close combat\n§YHeavy Infantry§W, §YPikemen§W and §YKnights§W excel in the §YMelee Phase§W;;;;;;;;;x 
COMBATVIEW_PHASE_DESC_PURSUE;In the Pursue phase one of the armies has routed and the other one is chasing them down\n§YKnights§W, §YLight Cavalry§W and §YHorse Archers§W excel in the §YPursue Phase§W;;;;;;;;;x 
COMBATVIEW_TROOP_DEFENCE;(Avg. Defence in this phase: §Y$DEF$§W);;;;;;;;;x 
COMBATVIEW_FLANK_MORALE;Average morale in this flank: $MORALE$ (§Y+$DELTA$§W / week);;;;;;;;;x 
COMBATVIEW_MORALE;Average morale: §Y$MORALE$§W (§Y+$DELTA$§W / week);;;;;;;;;x 
ENDGAME_DYNA1;Some Random Dynasty;;;;;;;;;x 
ENDGAME_STARTOFGAME;Game start;;;;;;;;;x 
ENDGAME_TEXT_DEATH;After a lineage of $NUMCHARS$ characters your line has ended with the death of the heirless $ENDCHAR$. ;;;;;;;;;x 
#ENDGAME_TEXT_ENDGAME;Bla bla bla, end of game.;;;;;;;;;x 
END_HISTORICAL_DYNASTIES;Historical Dynasties:;;;;;;;;;x 
END_GAME_OVER;Game Over!;;;;;;;;;x 
END_YOUR_SCORE;Your Score;;;;;;;;;x 
QUIT_TO_MENU;Quit To Menu;;;;;;;;;x 
DAYS_OF_RULE;Ruled for $DAYS$ days;;;;;;;;;x 
MONTHS_OF_RULE;Ruled for $MONTHS$ months;;;;;;;;;x 
YEARS_OF_RULE;Ruled for $YEARS$ years;;;;;;;;;x 
FAILED_TO; failed to;;;;;;;;;x 
DYN1_DESC;With a score of $SCORE$ you$FAILED$ beat House Capet, descended from Robert the Strong who was a powerful figure during the reign of Charles the Bald. His descendants would be Kings of France in 1066. Although by 1322 the main line would die out, cadet branches still ruled in 1337 as Kings of France, Portugal, Naples, Hungary and Navarre. Cadet branches would also hold the Duchies of Brittany, Burgundy, Bourbon, Provence and Achaea. One further cadet branch would hold the dignity of Emperor as Latin Emperors of Constantinople. Truly the greatest dynasty of medieval Europe.;;;;;;;;;x 
DYN2_DESC;With a score of $SCORE$ you$FAILED$ beat House von Habsburg. On the face of it, things were not looking very good for the Habsburg family in 1066. As minor Swiss counts, their status inside the Empire was fairly negligible compared to great territorial magnates of 11th century Germany. A policy of tactical marriages saw the family lands expand steadily, and it was during the chaos that gripped the Empire in the late 13h and early 14th century that the family were elected to the office of Holy Roman Empire. Although unable to hold the office they were able to use this a springboard to secure the Duchy of Austria for the dynasty. With this power base, the family would go on to dominate the politics of Central Europe until 1918.;;;;;;;;;x 
