#CODE;ENGLISH;;;;;;;;;x 
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom;;;;;;;;;x 
EVTOPTA_SoA_5208;Crack down on these criminals!;;;;;;;;;x 
EVTOPTB_SoA_5208;Leave them be.;;;;;;;;;x 
EVTOPTC_SoA_5208;Get in on the business!;;;;;;;;;x 
EVTDESC_SoA_5209;A local friar has petitioned you to donate your family relic to the Church. After all, he says, it isn't right that one man should hold what belongs to all Christians.;;;;;;;;;x 
EVTOPTA_SoA_5209;I will donate it discreetly.;;;;;;;;;x 
EVTOPTB_SoA_5209;I will prepare a grand ceremony to hand it over.;;;;;;;;;x 
EVTOPTC_SoA_5209;Who will rid me of this turbulent priest?;;;;;;;;;x 
EVTDESC_SoA_5229;You no longer follow the Christian faith. What should be done with your family's Christian relic?;;;;;;;;;x 
EVTOPTA_SoA_5229;Keep it on display as a trinket.;;;;;;;;;x 
EVTOPTB_SoA_5229;Sell it to the Christians.;;;;;;;;;x 
EVTOPTC_SoA_5229;Throw it to the dogs.;;;;;;;;;x 
insulted_realm_christians;Christians in your Realm will be gravely insulted.;;;;;;;;;x 
EVTDESC_SoA_5210;That smooth and slightly malty taste, refreshing with just the right amount of bitter. Ah, these monks certainly know the art of brewing!;;;;;;;;;x 
EVTOPTA_SoA_5210;I must visit the monastery more often.;;;;;;;;;x 
EVTOPTB_SoA_5210;Thanks but no thanks.;;;;;;;;;x 
EVTDESC_SoA_5211;Such a wonderful bouquet. The complex blend of flavors spreads over my tongue just as the warmth spreads in my belly. These monks certainly know how to make a fine wine!;;;;;;;;;x 
EVTOPTA_SoA_5211;I must visit the monastery more often.;;;;;;;;;x 
EVTOPTB_SoA_5211;Thanks but no thanks.;;;;;;;;;x 
EVTDESC_SoA_5212;Monks from a nearby monastery have arrived bringing healing herbs and offering to help treat your illness.;;;;;;;;;x 
EVTOPTA_SoA_5212;Thank them and let them help you.;;;;;;;;;x 
EVTOPTB_SoA_5212;I think not - these herbs smell funny.;;;;;;;;;x 
EVTDESC_SoA_5213;One day, passing by a monastery, you come upon a monk sitting and painting in a field. You observe his work and marvel at the composition, the colors and the fine brush strokes that bring the simple canvas to life. This monk is truly an artistic prodigy.;;;;;;;;;x 
EVTOPTA_SoA_5213;I will buy this painting and exhibit it at my castle!;;;;;;;;;x 
EVTOPTB_SoA_5213;Very nice, now let's eat.;;;;;;;;;x 
EVTDESC_SoA_5214;On a courtesy visit to the abbot of a local monastery, you observe a group of monks translating beautifully illustrated books into your language.;;;;;;;;;x 
EVTOPTA_SoA_5214;I will buy a few books. Perhaps I'll even read them.;;;;;;;;;x 
EVTOPTB_SoA_5214;Pretty pictures, but I have more important things to do.;;;;;;;;;x 
EVTDESC_SoA_5215;Monks from the nearby monastery have been stopping by to trade for supplies quite often lately. They usually linger to talk and exchange knowledge.;;;;;;;;;x 
EVTOPTA_SoA_5215;I should seek their company more often.;;;;;;;;;x 
EVTOPTB_SoA_5215;How tedious, these men of God.;;;;;;;;;x 
EVTDESC_SoA_5218;During the last year or so, your [From.GetSonDaughter] [From.GetFirstName] has been spending a lot of time with the members of a local monastic order. You have also noticed that [From.GetSheHe] spends many hours per week in pious prayer. Then one day, [From.GetSheHe] approaches you asking for your permission to dedicate [From.GetHerHis] life to Christ.;;;;;;;;;x 
EVTOPTA_SoA_5218;Very well, if it's what [From.GetSheHe] really wants.;;;;;;;;;x 
EVTOPTB_SoA_5218;Absolutely not!;;;;;;;;;x 
EVTTOOLTIPA_SOA_5218;[From.GetFirstName] is very happy;;;;;;;;;x 
EVTTOOLTIPB_SOA_5218;[From.GetFirstName] is very upset;;;;;;;;;x 
EVTDESC_SoA_5240;As I woke up this morning my hands and feet were bleeding, and there is a sharp pain in my side. What is happening to me?;;;;;;;;;x 
EVTOPTA_SoA_5240;It is the stigmata! I am blessed by God!;;;;;;;;;x 
EVTOPTB_SoA_5240;This is disturbing. I had better go see a healer.;;;;;;;;;x 
EVTDESC_SoA_5241;Walking alone on the battlements late one night, you suddenly see a shining white shape appearing in the sky above you. It seems to be moving towards you, or maybe away. There's a strange sound in the air too, like a whispering... what is going on?;;;;;;;;;x 
EVTOPTA_SoA_5241;The Virgin has appeared to me - I have been blessed!;;;;;;;;;x 
EVTOPTB_SoA_5241;Strange how clouds and wind can play tricks on one's mind.;;;;;;;;;x 
EVTDESC_SoA_5242;My belly is growing, and no one can doubt that I am with child. But my husband and I have not been intimate for a long time, how can I explain this?;;;;;;;;;x 
EVTOPTA_SoA_5242;I have been blessed like the Virgin Mary!;;;;;;;;;x 
EVTOPTB_SoA_5242;No miracle. But maybe my husband will believe that it is.;;;;;;;;;x 
EVTDESC_SoA_5243;My wife is with child, though she and I have not laid together for a very long time. She claims she has been blessed by our Lord just like the Virgin Mary.;;;;;;;;;x 
EVTOPTA_SoA_5243;I am blessed also, like Joseph!;;;;;;;;;x 
EVTOPTB_SoA_5243;I shall pretend that I believe this.;;;;;;;;;x 
EVTOPTC_SoA_5243;Now wait a minute...;;;;;;;;;x 
EVTDESC_SoA_5244;You have been approached by an older priest who is offering you an exorcism. He claims he can free you of your demonic possession.;;;;;;;;;x 
EVTOPTA_SoA_5244;The demons must come out, at any cost!;;;;;;;;;x 
EVTOPTB_SoA_5244;No! We shall be together forever!;;;;;;;;;x 
EVTOPTC_SoA_5244;Maybe some time of rest and introspection would serve me better.;;;;;;;;;x 
OWNER_MARTIAL;Owner Martial Skill;;;;;;;;;x 
AbrahamDLC;Sons of Abraham;;;;;;;;;x 
bad_priest_christian;Wicked Priest;;;;;;;;;x 
bad_priest_christian_desc;The personality and habits of this priest are very inappropriate for [GetHerHis] position. And what's worse, [GetSheHe] has been unable to hide them from public view.;;;;;;;;;x 
bad_priest_muslim;Wicked Caliph;;;;;;;;;x 
bad_priest_muslim_desc;This Caliph's personality and habits are very inappropriate for his position. And what's worse, he has been unable to hide them from public view.;;;;;;;;;x 
bad_priest_norse;Unworthy Priest;;;;;;;;;x 
bad_priest_norse_desc;The personality and habits of this priest are very inappropriate for [GetHerHis] position. And what's worse, [GetSheHe] has been unable to hide them from public view.;;;;;;;;;x 
bad_priest_tengri;Unworthy Priest;;;;;;;;;x 
bad_priest_tengri_desc;The personality and habits of this priest are very inappropriate for his position. And what's worse, he has been unable to hide them from public view.;;;;;;;;;x 
bad_priest_zoroastrian;Immoral Priest;;;;;;;;;x 
bad_priest_zoroastrian_desc;The personality and habits of this priest are very inappropriate for his position. And what's worse, he has been unable to hide them from public view.;;;;;;;;;x 
bad_priest_aztec;Unworthy Priest;;;;;;;;;x 
bad_priest_aztec_desc;The personality and habits of this priest are very inappropriate for his position. And what's worse, he has been unable to hide them from public view.;;;;;;;;;x 
CAPITAL_COUNTY;Capital County;;;;;;;;;x 
CAPITAL_DUCHY;Capital Duchy;;;;;;;;;x 
CAPITAL_KINGDOM;Capital Kingdom;;;;;;;;;x 
CAPITAL_EMPIRE;Capital Empire;;;;;;;;;x 
OUTSIDE_CAPITAL_REGIONS;Outside Capital Regions;;;;;;;;;x 
THE_DEVIL;the Devil;;;;;;;;;x 
SATAN;Satan;;;;;;;;;x 
LUCIFER;Lucifer;;;;;;;;;x 
IBLIS;Iblis;;;;;;;;;x 
SHAYTAN;Shaytan;;;;;;;;;x 
THE_DARK_SPIRITS;the Dark Spirits;;;;;;;;;x 
LOKI;Loki;;;;;;;;;x 
HEL;Hel;;;;;;;;;x 
FENRIR;Fenrir;;;;;;;;;x 
JORMUNGANDR;Jörmungandr;;;;;;;;;x 
ERLIK;Erlik;;;;;;;;;x 
KOMUR_HAN;Komur Han;;;;;;;;;x 
VELNIAS;Velnias;;;;;;;;;x 
TUONI;Tuoni;;;;;;;;;x 
TUONETAR;Tuonetar;;;;;;;;;x 
TLAZOLTEOTL;Tlazolteotl;;;;;;;;;x 
XOLOTL;Xolotl;;;;;;;;;x 
CHERNOBOG;Chernobog;;;;;;;;;x 
AHRIMAN;Ahriman;;;;;;;;;x 
ANGRA_MAINYU;Angra Mainyu;;;;;;;;;x 
ADONAI;Adonai;;;;;;;;;x 
BIRTH_NAME;Birth Name;;;;;;;;;x 
suspected_witch;Suspected Witch;;;;;;;;;x 
suspected_demon_spawn;Suspected Demon Spawn;;;;;;;;;x 
opinion_witch;Witch;;;;;;;;;x 
opinion_the_chosen_one;The Chosen One;;;;;;;;;x 
known_witch;Witch;;;;;;;;;x 
FATHER_IS_REAL_FATHER;Father is the real father;;;;;;;;;x 
FATHER_IS_NOT_REAL_FATHER;Father is NOT the real father;;;;;;;;;x 
EVTTITLE_SOA_3002;[From.Mother.GetFirstName]'s Baby;;;;;;;;;x 
EVTDESC_SOA_3002;My little [GetFromRelation] [From.GetFirstName] is not like other children. [From.GetSubjectPronounCap] does not scream or cry or even get upset, but [From.GetSubjectPronoun] observes the world with keen interest. This morning, [From.GetSubjectPronoun] burst into bubbling laughter when a cook cut his hand badly and there was blood everywhere. Animals do not like [From.GetObjectPronoun] and [From.GetSubjectPronoun] makes a strange buzzing sound when near other children. Courtiers whisper 'demon spawn' and the servants have started to avert their eyes and make covert signs to ward off evil.;;;;;;;;;x 
EVTOPTA_SOA_3002;I must fast and pray to [Root.Religion.GetRandomGodName]...;;;;;;;;;x 
EVTOPTB_SOA_3002;My [From.GetFirstName] is no devil child!;;;;;;;;;x 
EVTOPTC_SOA_3002;Consult my [Root.GetLordSpiritualName];;;;;;;;;x 
EVTTOOLTIP_SOA_3003;I'll seek the advice of [This.GetTitledFirstName];;;;;;;;;x 
EVTDESC_SOA_3003;My [GetFromRelation], [From.GetTitledFirstName] has sought me out regarding the worrisome behaviour of [From.GetPossPronoun] little child, [FromFrom.GetFirstName]. The entire court seems to believe that the child is possessed by dark forces...;;;;;;;;;x 
EVTOPTA_SOA_3003;What nonsense! Tell [From.GetObjectPronoun] not to worry!;;;;;;;;;x 
EVTOPTB_SOA_3003;The child is clearly an abomination!;;;;;;;;;x 
EVTTOOLTIP_SOA_3005;Get [From.GetFirstName] to confess! Has she lain with demons and practised witchcraft?;;;;;;;;;x 
EVTTOOLTIP_SOA_3006;Accuse the mother of witchcraft and of lying with demons!;;;;;;;;;x 
EVTDESC_SOA_3007;My wise [Root.GetLordSpiritualName] [FromFrom.GetFirstName] has examined the child and assures me that little [From.GetFirstName] is normal and that all the talk of devil spawn is utter nonsense. [Root.Religion.GetScriptureName] is clear on this.;;;;;;;;;x 
EVTOPTA_SOA_3007;What a relief!;;;;;;;;;x 
EVTDESC_SOA_3008;My [Root.GetLordSpiritualName] [FromFrom.GetFirstName] believes that little [From.GetFirstName] is the spawn of [Root.Religion.GetRandomEvilGodName]! Even worse, [FromFrom.GetSubjectPronoun] is trying to get me to confess to witchcraft and to frolicking with demons!;;;;;;;;;x 
EVTOPTA_SOA_3008;I have not lain with [Root.Religion.GetRandomEvilGodName]!;;;;;;;;;x 
EVTOPTB_SOA_3008;Could it be? I've have had horrible nightmares...;;;;;;;;;x 
EVTOPTC_SOA_3008;[FromFrom.GetSubjectPronounCap] must not live to spread these lies...;;;;;;;;;x 
EVTTOOLTIP_SOA_3011;Tell [This.GetFirstName] about my vivid and impure dreams;;;;;;;;;x 
EVTDESC_SOA_3009;My [Root.GetLordSpiritualName] [FromFrom.GetFirstName] believes that little [From.GetFirstName] is the spawn of [Root.Religion.GetRandomEvilGodName]! Even worse, [FromFrom.GetSubjectPronoun] believes that [From.GetPossPronoun] mother, [From.Mother.GetTitledFirstName], is a witch who has had congress with demons!;;;;;;;;;x 
EVTOPTA_SOA_3009;Ridiculous! I know this is not true.;;;;;;;;;x 
EVTOPTB_SOA_3009;[Root.Religion.GetRandomGodNameCap] avert! Seize both witch and child!;;;;;;;;;x 
EVTDESC_SOA_3010;[From.GetTitledFirstName] assures me of her innocence, and I doubt she is lying...;;;;;;;;;x 
EVTOPTA_SOA_3010;I will keep a close watch on them both;;;;;;;;;x 
EVTDESC_SOA_3011;[From.GetTitledFirstName] has tearfully confessed to having lurid dreams at night, sometimes featuring a minotaur and other fantastic creatures!;;;;;;;;;x 
EVTOPTA_SOA_3011;A witch!;;;;;;;;;x 
EVTOPTB_SOA_3011;Well, who doesn't have lurid dreams?;;;;;;;;;x 
EVTTOOLTIP_SOA_3012;Publicly accuse [This.GetTitledFirstName] of unholy congress. Demand her abdication and that the child be declared illegitimate!;;;;;;;;;x 
EVTTOOLTIP_SOA_3013;Calm her down and help quell these rumors.;;;;;;;;;x 
EVTDESC_SOA_3013;My wise [Root.GetLordSpiritualName] [FromFrom.GetFirstName] assures me that everyone suffers from wicked dreams from time to time, and though little [From.GetFirstName] is an odd child, there is likely nothing to worry about.;;;;;;;;;x 
EVTDESC_SOA_3014;My traitorous [Root.GetLordSpiritualName] [FromFrom.GetFirstName] has publicly accused me of being a witch and claims that my little [GetFromRelation] [From.GetFirstName] is the spawn of [Root.Religion.GetRandomEvilGodName]! A growing number of notables are demanding my abdication and that [From.GetFirstName] be declared illegitimate.;;;;;;;;;x 
EVTOPTA_SOA_3014;Abdicate;;;;;;;;;x 
EVTOPTB_SOA_3014;Never! Guards, arrest [FromFrom.GetFirstName]!;;;;;;;;;x 
EVTDESC_SOA_3015;[From.GetTitledFirstName] has assured me of [FromFrom.Mother.GetFirstName]'s innocence, and I doubt either of them are lying...;;;;;;;;;x 
EVTOPTA_SOA_3015;I will keep a close eye on the child, [FromFrom.GetFirstName].;;;;;;;;;x 
EVTDESC_SOA_3020;My true Father spoke to me in a dream, revealing His plans for me. The world shall bow to my strength and the people will accept the truth of [Root.Religion.GetRandomEvilGodName] into their hearts... or DIE!;;;;;;;;;x 
EVTOPTA_SOA_3020;The POWER!;;;;;;;;;x 
EVTTITLE_SOA_3021;Spawn of [Root.Religion.GetRandomEvilGodName]?;;;;;;;;;x 
EVTDESC_SOA_3021;My [GetFromRelation] [From.GetFirstName] has always been a strange one, worrying friends and relatives - as well as members of the clergy - with [From.GetPossPronoun] acts of wanton cruelty, not to mention the creepy buzzing noises [From.GetSubjectPronoun] makes, the birds falling dead from the sky and all the little accidents happening around [From.GetObjectPronoun]. Despite all the best efforts at education and firm tutoring, our hopes have been dashed. A child no more, [From.GetSubjectPronoun] has turned into a truly frightening young [From.GetManWoman]...;;;;;;;;;x 
EVTOPTA_SOA_3021;Demon!;;;;;;;;;x 
EVTDESC_SOA_3032;My sweet [GetFromRelation] [From.GetFirstName] looks so peaceful there in [From.GetPossPronoun] bed... Now [From.GetSubjectPronoun] must rest forever.;;;;;;;;;x 
EVTOPTA_SOA_3032;Ave Satana!;;;;;;;;;x 
EVTTOOLTIP_SOA_3035;Stab the long needle up the side of [This.GetPossPronoun] eye.;;;;;;;;;x 
EVTDESC_SOA_3035;Aaack! I wake to an excruciating PAIN in my eye! The devil child, [From.GetFirstName], is sitting on my chest, poking me in the ... blszzpt...;;;;;;;;;x 
EVTOPTA_SOA_3035;[Root.Religion.GetRandomEvilGodNameCap] shall not have my soul!;;;;;;;;;x 
EVTDESC_SOA_3036;I wake up with a start. There is a pressure on my chest! As I scream for help, a small shape scampers off, hissing loudly, hurling a long needle at me!;;;;;;;;;x 
EVTOPTA_SOA_3036;The demon spawn, [From.GetFirstName], I know it!;;;;;;;;;x 
EVTDESC_SOA_3037;Aaack! I wake to an excruciating PAIN in my eye! As I scream for help, a small shape scampers off, hissing loudly, hurling a long needle at me!;;;;;;;;;x 
EVTOPTA_SOA_3037;My eye! I... why can't I think straight?;;;;;;;;;x 
EVTTITLE_SOA_3039;Lethal Nightmares;;;;;;;;;x 
EVTDESC_SOA_3039;My beloved [GetFromRelation] [From.GetFirstName] is dead! [From.GetSubjectPronounCap] was found lifeless in [From.GetPossPronoun] bed, face frozen in a terrible grimace, with a trickle of blood running down [From.GetPossPronoun] cheek. The physicians can find nothing wrong with the body. It's as if [From.GetSubjectPronoun] had died of fright from a terrible nightmare. There are dark rumours about the so called 'demon child', my [GetFromFromRelation] [FromFrom.GetFirstName], again... As always when something terrible happens, [FromFrom.GetSubjectPronoun] does seem inordinately happy.;;;;;;;;;x 
EVTOPTA_SOA_3039;Could it really be murder?;;;;;;;;;x 
EVTTITLE_SOA_3040;Lethal Nightmares;;;;;;;;;x 
EVTDESC_SOA_3040;My beloved [GetFromRelation] [From.GetFirstName] claims that some... thing tried to kill [From.GetObjectPronoun] last night. [From.GetSubjectPronounCap] woke up with a small shape pressing down on [From.GetPossPronoun] chest. It ran off hissing, but left a nasty long needle behind. I think it was just a nightmare - the maids leave needles lying around everywhere. However, there are dark rumours about the so called 'demon child', my [GetFromFromRelation] [FromFrom.GetFirstName], again...;;;;;;;;;x 
EVTOPTA_SOA_3040;I am surrounded by nonsense;;;;;;;;;x 
EVTTITLE_SOA_3041;Lethal Nightmares;;;;;;;;;x 
EVTDESC_SOA_3041;My dear [GetFromRelation] [From.GetFirstName] must have suffered a stroke in [From.GetPossPronoun] sleep last night. [From.GetSubjectPronounCap] was found drooling in bed, one eye bloodshot, mumbling about a small monster that stabbed [From.GetObjectPronoun] in the eye before it ran off. There are dark rumours about the so called 'demon child', my [GetFromFromRelation] [FromFrom.GetFirstName], again... As always when something terrible happens, [FromFrom.GetSubjectPronoun] does seem inordinately happy.;;;;;;;;;x 
EVTOPTA_SOA_3041;I can't believe it...;;;;;;;;;x 
EVTDESC_SOA_3050;By the grace of [Root.Religion.GetRandomEvilGodName], my limb has grown back!;;;;;;;;;x 
EVTOPTA_SOA_3050;Ave Satana!;;;;;;;;;x 
EVTDESC_SOA_3051;My eyesight has been restored by the power of [Root.Religion.GetRandomEvilGodName]!;;;;;;;;;x 
EVTOPTA_SOA_3051;Sanguinem Bibimus!;;;;;;;;;x 
EVTDESC_SOA_3052;The seed of [Root.Religion.GetRandomEvilGodName] will not be denied. My manhood is restored!;;;;;;;;;x 
EVTOPTA_SOA_3052;Elevate corpus Satanae!;;;;;;;;;x 
EVTDESC_SOA_3053;The dark animus of [Root.Religion.GetRandomEvilGodName] courses through my veins. My mind is clear once more!;;;;;;;;;x 
EVTOPTA_SOA_3053;Corpus edimus!;;;;;;;;;x 
EVTDESC_SOA_3054;[Root.Religion.GetRandomEvilGodNameCap] gifted me with this disease to strengthen my resolve... Now, my will is like a sharpened blade and I wish this blight gone from my body!;;;;;;;;;x 
EVTOPTA_SOA_3054;Ave Antichriste!;;;;;;;;;x 
EVTDESC_SOA_3060;No bars can hold [Root.Religion.GetRandomEvilGodName]'s own! The senses of my gaolers were blinded long enough for me to escape.;;;;;;;;;x 
EVTOPTA_SOA_3060;Hail [Root.Religion.GetRandomEvilGodName]!;;;;;;;;;x 
EVTDESC_SOA_3061;My prisoner, the depraved [From.GetTitledName], who is rumored to be the spawn of [From.Religion.GetRandomEvilGodName], has somehow escaped my dungeons! The guards have no explanation - the cell was still locked, but empty.;;;;;;;;;x 
EVTOPTA_SOA_3061;These are dark tidings...;;;;;;;;;x 
EVTDESC_SOA_3065;A well equipped army of cultists, followers of [Root.Religion.GetRandomEvilGodName], has arrived in [Root.Location.GetName] led by three powerful witches. They stand ready to serve me and our dread master in this important war.;;;;;;;;;x 
EVTOPTA_SOA_3065;Hail [Root.Religion.GetRandomEvilGodName]!;;;;;;;;;x 
EVTDESC_SOA_3071;My [GetFromRelation], little [From.GetFirstName], has really taken to [From.GetPossPronoun] nanny - a remarkably talented young woman, learned as any [Root.Religion.GetPriestTitle]. It is strange though... I have no idea when this girl showed up or where she came from, exactly.;;;;;;;;;x 
EVTOPTA_SOA_3071;She really is most impressive;;;;;;;;;x 
EVTDESC_SOA_3072;My new nanny is a gift from [Root.Religion.GetRandomEvilGodName] - literally. She is remarkably talented, more learned than any [Root.Religion.GetPriestTitle].;;;;;;;;;x 
EVTOPTA_SOA_3072;I will put her to good use;;;;;;;;;x 
EVTDESC_SOA_3074;My talented courtier, the nanny [From.GetFirstName], has left court to follow her young charge.;;;;;;;;;x 
EVTOPTA_SOA_3074;That's dedication!;;;;;;;;;x 
EVTTITLE_SOA_3077;A Bad Omen;;;;;;;;;x 
EVTDESC_SOA_3077;During a nice family outing by the river, everyone suddenly noticed the talented nanny [From.GetFirstName] standing on top of the old tower. Smiling and looking straight at my little [GetFromFromRelation], she cried out 'I love you [FromFrom.GetFirstName]!' and calmly took a step forward into empty air, falling to the ground with black clothes flapping like the wings of some huge crow. [FromFrom.GetFirstName] laughed delightedly at the loud thump, clapping [FromFrom.GetPossPronoun] hands as everyone else stared in utter shock and disbelief.;;;;;;;;;x 
EVTOPTA_SOA_3077;Shocking!;;;;;;;;;x 
EVTTITLE_SOA_3078;A Good Omen;;;;;;;;;x 
EVTDESC_SOA_3078;During a nice outing by the river, everyone suddenly noticed my talented nanny [From.GetFirstName] standing on top of the old tower. Smiling and looking straight at me, she cried out 'I love you [FromFrom.GetFirstName]!' and calmly took a step forward into empty air, falling to the ground with black clothes flapping like the wings of a demon. Everyone else stared in utter shock and disbelief, but I could only laugh and clap my hands in approval. [Root.Religion.GetRandomEvilGodNameCap] be praised!;;;;;;;;;x 
EVTOPTA_SOA_3078;A worthy sacrifice!;;;;;;;;;x 
EVTNAME_SoA_5307;The Cadaver Synod;;;;;;;;;x 
EVTDESC_SoA_5307;You have received strange news from Rome. The former Pope, [From.GetTitledFirstName], did by his actions and lifestyle so defile the Holy See that the current authorities in Rome decided to put his corpse on trial!\nThe corpse of [From.GetTitledFirstName] was removed from its tomb and brought to the papal court for judgement. It was propped up on a throne, and a deacon was chosen to speak for it as its legal representative.\nPerhaps unsurprisingly, the accused was found guilty on all accounts and subjected to a punishment most dire. The corpse was stripped of its papal vestments, three fingers on the right hand (those used to give blessings) were cut off, and then it was interred in a graveyard normally reserved for foreigners of low status. The punishment still not being deemed severe enough, the corpse was then exhumed again, tied to weights and cast into the river Tiber.;;;;;;;;;x 
EVTOPTA_SoA_5307;I am sure the judges have acted wisely.;;;;;;;;;x 
EVTDESC_SoA_5312;Widespread rumors say that [From.GetTitledFirstName] leads a most wicked lifestyle, quite unsuitable for any priest and even more so for one in his exalted position.;;;;;;;;;x 
EVTOPTA_SoA_5312;We must pray for his eternal soul.;;;;;;;;;x 
EVTDESC_SoA_5314;Widespread rumors say that [From.GetTitledFirstName] leads a most wicked lifestyle, quite unsuitable for the spiritual head of all true Muslims.;;;;;;;;;x 
EVTOPTA_SoA_5314;Like this, he will lose Allah's blessing.;;;;;;;;;x 
EVTDESC_SoA_5316;Widespread rumors say that [From.GetTitledFirstName] has a most worrying personality and lifestyle, quite unsuitable for any priest and even more so for one in his exalted position.;;;;;;;;;x 
EVTOPTA_SoA_5316;The Gods will not be pleased.;;;;;;;;;x 
EVTDESC_SoA_5318;Widespread rumors say that [From.GetTitledFirstName] has a most worrying personality and lifestyle, quite unsuitable for any priest and even more so for one in his exalted position.;;;;;;;;;x 
EVTOPTA_SoA_5318;Tengri's wrath will be upon him.;;;;;;;;;x 
EVTDESC_SoA_5320;Widespread rumors say that [From.GetTitledFirstName] leads a most immoral lifestyle, quite unsuitable for any priest and even more so for one in his exalted position.;;;;;;;;;x 
EVTOPTA_SoA_5320;Judgement comes to all.;;;;;;;;;x 
EVTDESC_SoA_5322;Widespread rumors say that [From.GetTitledFirstName] has a most worrying personality and lifestyle, quite unsuitable for any priest and even more so for one in his exalted position.;;;;;;;;;x 
EVTOPTA_SoA_5322;Perhaps it is time to sacrifice him...;;;;;;;;;x 
EVTDESC_SoA_5301;There are things a Caliph should not do and should not be. But we are only human after all, and as long as people aren't aware of your vices and faults it's not a problem. However, it seems you've been slipping in discretion lately - gossip is starting to spread, and there are murmurings all over the Muslim world about your wicked habits.;;;;;;;;;x 
EVTOPTA_SoA_5301;May [Root.Religion.GetRandomGodName] have mercy on me.;;;;;;;;;x 
EVTDESC_SoA_5302;A Fylkir of the Norse faith is expected to uphold certain standards of morality and strength. But we are only human after all, and as long as people aren't aware of your vices and faults it's not a problem. However, it seems you've been slipping in discretion lately - gossip is starting to spread, and there are murmurings all over the Norse world about your unworthy traits and habits.;;;;;;;;;x 
EVTOPTA_SoA_5302;May the Gods still judge me favorably.;;;;;;;;;x 
EVTNAME_SoA_5341;A visitor;;;;;;;;;x 
EVTDESC_SoA_5341;You have received a visitor, a monk from the famous great abbey at Cluny. He tells you that the monks there spend much of their days in devoted prayer, and that they always mention the names of the most pious Christians in those prayers.\n\nIf you would demonstrate your immense piety by donating a large sum of gold to Cluny Abbey, you would surely be among those present in the monks' prayers.;;;;;;;;;x 
EVTOPTA_SoA_5341;They shall have my support!;;;;;;;;;x 
EVTOPTB_SoA_5341;I'm sure they'll manage anyway.;;;;;;;;;x 
EVTNAME_SoA_5342;An invitation;;;;;;;;;x 
EVTDESC_SoA_5342;My [Root.GetLordLady], we have received an invitation to visit the great monastery at Cluny!\n\nIt could make for a most interesting journey. Cluny Abbey has grown to great prominence and power since it was given independence by the Duke of Burgundy in 910. Subject now only to the Pope and supported by extensive lands as well as generous donations, it is a great center of wealth and learning. The Abbey's church is the largest in Europe, not even the great cathedrals in Rome or Constantinople can match it.;;;;;;;;;x 
EVTOPTA_SoA_5342;A wonderful opportunity!;;;;;;;;;x 
EVTOPTB_SoA_5342;Tell them I can't come.;;;;;;;;;x 
EVTNAME_SoA_5343;Cluny Abbey;;;;;;;;;x 
EVTDESC_SoA_5343;So this is the famous Cluny Abbey! The great church towers majestically over an extensive complex of buildings. The surrounding farmlands are rich and fertile, with peasants toiling to bring the fruits of the land into the coffers of the monastery. You can see many monks moving about and a also spot a nun or two. You can sense the atmosphere of learning, piety and power. This is a place that enjoys the direct support of kings and powerful nobles, not to mention the Pope.;;;;;;;;;x 
EVTOPTA_SoA_5343;I must study the magnificent architecture here!;;;;;;;;;x 
EVTOPTB_SoA_5343;May I see the library?;;;;;;;;;x 
EVTOPTC_SoA_5343;These monks obviously eat well...;;;;;;;;;x 
EVTOPTD_SoA_5343;I have come here to pray.;;;;;;;;;x 
EVTDESC_SoA_5219;The abbot of a nearby monastery has asked that you make a donation towards the repairs of the monastery church. Surely, it wouldn't hurt to ensure that you are in the monks' prayers?;;;;;;;;;x 
EVTOPTA_SoA_5219;God will know that I support the church.;;;;;;;;;x 
EVTOPTB_SoA_5219;Sorry, I can't spare the gold right now.;;;;;;;;;x 
nick_the_maid;the Maid;;;;;;;;;x 
nick_darc;d'Arc;;;;;;;;;x 
most_lords_angry;Many of the lords in the realm will be angry with [Root.GetTitledFirstName].;;;;;;;;;x 
most_clergy_angry;Many members of the realm's clergy will be angry with [Root.GetTitledFirstName].;;;;;;;;;x 
realm_religious_fervor;The entire realm is gripped by religious fervor and an unquestioning belief in the ruler's divine mandate.;;;;;;;;;x 
EVTNAME_SoA_5353;[FromFrom.GetFirstName], the Maid of [From.GetName];;;;;;;;;x 
EVTDESC_SoA_5353;My [Root.GetLordLady], there are strange tidings from the province of [From.GetName]. As our country suffers under the strain of war, a young woman has come forward and declared that the Lord has spoken to her and instructed her to deliver us from the enemies of our land. She wears armour, wields a sword and rides with the soldiers. Her name is [FromFrom.GetFullName] and she is said to be approaching your court at this very moment to offer her services to you as a leader in the war.\n\nSurely, it's an absurd notion that a young peasant woman should take the role of marshal or general of the [Root.GetTitle]'s armies?;;;;;;;;;x 
EVTOPTA_SoA_5353;Let us receive her and see what she can do for us.;;;;;;;;;x 
jeanne_arrives_message;[FromFrom.GetFirstName] the Maid of [From.GetName] has arrived at the court of [Root.GetTitledName].;;;;;;;;;x 
EVTNAME_SoA_5355;[From.GetFirstName] – the nobles react;;;;;;;;;x 
