#CODE;ENGLISH;;;;;;;;;x 
LEDGER_SORT_DELAYED;§GClick to sort using this column§W;;;;;;;;;x 
EVTDESC3689;No matter how many poems I wrote for [From.GetTitledFirstName] [From.GetSheHe] just scowled at me and claims I 'disgust [From.GetHerHim]'. I feel my inspiration run short for every rejection and I have to admit to myself: [From.GetTitledFirstName] is not the muse I am looking for.;;;;;;;;;x 
EVTOPTA3689;I'll have to find inspiration from somewhere else;;;;;;;;;x 
EVTDESC3690;I had just mounted my horse and was reaching for my bird when [Root.Spouse.GetTitledFirstName] asked me to bring one of our children with me on the hunt.;;;;;;;;;x 
EVTOPTA3690;Yes, yes. Just hurry up, I'm eager to hunt!;;;;;;;;;x 
EVTTOOLTIP3691;goes hunting with [Root.GetTitledFirstName];;;;;;;;;x 
EVTOPTB3690;Do I really have to?;;;;;;;;;x 
EVTOPTC3690;I don't want to, and you can't make me!;;;;;;;;;x 
EVTOPTD3690;Why don't you both join me?;;;;;;;;;x 
EVTTOOLTIP3697;A family day with falconing;;;;;;;;;x 
EVTDESC3691;I saddled my horse as fast as I could, not wanting to wait for the clumsy stable boy to do it, and took my bird from the falconer. My [GetFromRelation] smiled at me and then gave the signal to let the hunt begin.;;;;;;;;;x 
EVTOPTA3691;Let's go hunt some hares!;;;;;;;;;x 
EVTOPTB3691;Wait, I am not ready for this...;;;;;;;;;x 
EVTTOOLTIP3698;[Root.GetTitledFirstName] does not follow [This.GetTitledFirstName] on the hunt;;;;;;;;;x 
EVTDESC3692;I galloped to catch up with the hunting party but when I saw my [GetFromRelation] [From.GetFirstName] frown at me, clearly upset with me joining the hunting party, I almost turned my horse around and galloped back to the castle. Why was I told [From.GetFirstName] wanted me to join [From.GetHerHis] hunting party when [From.GetSheHe] didn't want me there?;;;;;;;;;x 
EVTOPTA3692;I ignore [From.GetHerHim] and try to think on the hunt only;;;;;;;;;x 
EVTOPTB3692;I'd better turn around, [From.GetSheHe] will be relived when I'm not around;;;;;;;;;x 
EVTTOOLTIP3693;has a good hunt with [Root.GetTitledFirstName];;;;;;;;;x 
EVTTOOLTIP3694;[Root.GetTitledFirstName] shames [This.GetTitledFirstName];;;;;;;;;x 
EVTTOOLTIP3695;impresses [This.GetTitledFirstName] during the hunt;;;;;;;;;x 
EVTTOOLTIP3696;thinks [Root.GetTitledFirstName] has strange priorities during the hunt;;;;;;;;;x 
EVTDESC3693;It was a great day for falconing, the sky was blue and the game was plentiful. My child [From.GetTitledFirstName], although maybe a bit unused to having to gut and skin the hunted prey, did very good and [From.GetSheHe] did not complain once.;;;;;;;;;x 
EVTOPTA3693;I think it was good for both of us to do this together;;;;;;;;;x 
EVTDESC3694;[From.GetTitledFirstName] refused to gut and skin the hunted prey the falcon brought, and it was pure luck my huntsman managed to grab the bird when [From.GetSheHe] panicked and let go of the tethers when the bird tried to fly off. The day went from bad to worse and I was not very happy when we got back home.;;;;;;;;;x 
EVTOPTA3694;This was shameful! How could you disappoint me like this?;;;;;;;;;x 
EVTDESC3695;The wager [From.GetTitledFirstName] and I agreed on was that the one who managed to catch the most prey wouldn't need to gut and skin any of it. I lost and, although I usually would rather not spend a whole hour gutting and skinning hares, this time I was too proud of [From.GetTitledFirstName] to really care about the slimy, gut-wrenching feel of intestines sliding through my hands...;;;;;;;;;x 
EVTOPTA3695;I am impressed! No one has ever killed so many hares!;;;;;;;;;x 
EVTDESC3696;[From.GetTitledFirstName] was more interested in flowers and herbs than the prey the birds hunted. When it was time to skin and gut the hares [From.GetHerHis] face literally went green and we had to stand back when [From.GetSheHe] lost [From.GetHerHis] lunch.;;;;;;;;;x 
EVTOPTA3696;[From.GetTitledFirstName], you have to get used to this!;;;;;;;;;x 
EVTDESC3697;I had a lovely day hunting with my birds, [Root.Spouse.GetFirstName] and one of our children.;;;;;;;;;x 
EVTOPTA3697;We will do this again, soon;;;;;;;;;x 
EVTDESC3698;[From.GetTitledFirstName], although already in the saddle and with a bird perched on the pommel of the saddle, chose to leave the hunting party and ride back home.;;;;;;;;;x 
EVTOPTA3698;Why did [From.GetSheHe] do that?;;;;;;;;;x 
INTERACTION_MALE_LOWBORN_MUST_MARRY_MATRI;Lowborn males must marry noble women Matrilineally!;;;;;;;;;x 
INTERACTION_FEMALE_LOWBORN_MUST_MARRY_REGULARLY;Lowborn females cannot marry noble men Matrilineally!;;;;;;;;;x 
HAS_ACTIVE_PLOT;Has Active Plot;;;;;;;;;x 
HAS_NOT_ACTIVE_PLOT;Does NOT have an active Plot;;;;;;;;;x 
EXILE_FROM_PLAYER_LOG;§Y$NAME$§! has left your court for the §Y$TARGET$§!;;;;;;;;;x 
EVTDESC20131;My liege, my work in [FromFrom.Location.GetName] seems to have come to fruition. By bribing, cajoling, extorting, threatening and forging documents, I have managed to fabricate a claim on the [FromFrom.Location.County.GetFullName] presently held by [From.GetTitledName]. I leave it up to you whether to use it or not.\n\nYour humble [Root.GetChancellorName],\n[FromFrom.GetTitledName];;;;;;;;;x 
EVTDESC24501;I keep thinking about [From.GetTitledFirstName]. She was the best of wives, and without her, I do so struggle to be a [Root.GetTitle]. Oh, how I miss her....;;;;;;;;;x 
EVTDESC20175;My lord, your [Root.GetChancellorName] [FromFrom.GetTitledName] has been trying to create unrest among the nobles in [From.Location.GetName] and tried to encourage me to turn against my liege [From.Liege.GetTitledName]! He failed miserably and I can assure you that this shameless act will not go by without consequences.\n\nSigned,\n[From.GetTitledName];;;;;;;;;x 
EVTDESC50002;Using a smuggled in rope, [From.GetBestName] almost managed to escape from custody, but the guards caught [From.GetHerHim] in time!;;;;;;;;;x 
EVTOPTA50002;Return [From.GetHerHim] to [From.GetHerHis] quarters;;;;;;;;;x 
EVTOPTB50002;Throw [From.GetHerHim] back in the dungeon;;;;;;;;;x 
EVTOPTC50002;Throw [From.GetHerHim] in the Oubliette!;;;;;;;;;x 
EVTDESC3465;My zeal and religious beliefs have led me to become more respected and given me more prestige.;;;;;;;;;x 
opinion_agog;Agog;;;;;;;;;x 
EVTDESC3700;Would you mind help me with my new hunting bird?'\n\nI was asked to take a look and maybe help train a new falcon for a friend.;;;;;;;;;x 
EVTOPTA3700;I lie and tell my friend it is useless, then offer to buy it;;;;;;;;;x 
EVTTOOLTIP3701;The falcon is easy to train and fun to hunt with;;;;;;;;;x 
EVTTOOLTIP3702;The falcon is useless and wounds [This.GetTitledFirstName];;;;;;;;;x 
EVTOPTB3700;For a coin or two I might be able to help you;;;;;;;;;x 
EVTOPTC3700;The bird will be easy to train;;;;;;;;;x 
EVTOPTD3700;I'll show you all my tricks;;;;;;;;;x 
EVTDESC3701;The falcon was easy to train and it didn't take long before I could take it out hunting without fearing it would try to escape or make a messy kill of its prey.;;;;;;;;;x 
EVTOPTA3701;I should keep it;;;;;;;;;x 
EVTTOOLTIP3704;The former owner,[This.GetTitledFirstName] finds out about what happened to the falcon;;;;;;;;;x 
EVTOPTB3701;I will train it some more and then sell it;;;;;;;;;x 
EVTOPTC3701;The owner will be glad!;;;;;;;;;x 
EVTTOOLTIP3707;The owner,[This.GetTitledFirstName] finds out about what happens to the falcon;;;;;;;;;x 
EVTDESC3702;No matter what I did, the falcon was hard to train and did not respond in the same way as the birds I kept myself. I was already prepared to give up when something frightened the bird and it attacked me!;;;;;;;;;x 
EVTOPTA3702;I have to tell my friend this bird cannot be trained;;;;;;;;;x 
EVTTOOLTIPA3705;The owner, [This.GetTitledFirstName], gets the bad news about the falcon;;;;;;;;;x 
EVTTOOLTIPB3705;The former owner, [This.GetTitledFirstName], gets the bad news about the falcon;;;;;;;;;x 
EVTOPTB3702;Before I knew it, I managed to kill the falcon;;;;;;;;;x 
EVTOPTC3702;My friend have to take it back!;;;;;;;;;x 
EVTOPTD3702;I will wring your neck!;;;;;;;;;x 
EVTDESC3703;I had put down many hours training my friend's falcon, and how was I rewarded? By my friend taking credit for the well-trained falcon and bragging about how easy it was!;;;;;;;;;x 
EVTOPTA3703;To the prison with you!;;;;;;;;;x 
EVTOPTB3703;Let my friend brag, I do not care;;;;;;;;;x 
EVTOPTC3703;How could my friend do this to me?;;;;;;;;;x 
EVTTOOLTIP3706;is confronted by [Root.GetTitledFirstName] when [This.GetSheHe] bragged about how simple it was to train the falcon;;;;;;;;;x 
EVTDESC3704;[From.GetTitledFirstName] offered to buy the falcon [From.GetSheHe] had deemed useless and I was happy to get rid of it. Now, a couple of weeks later I understand [From.GetTitledFirstName] lied to me: the bird wasn't useless, [From.GetSheHe] only wanted me to sell it cheap to [From.GetHerHim]!;;;;;;;;;x 
EVTOPTA3704;You lied to me!;;;;;;;;;x 
EVTOPTB3704;[From.GetTitledFirstName] then sold the 'useless' bird with profit!;;;;;;;;;x 
EVTDESC3705;The falcon managed to wound [From.GetTitledFirstName] when [From.GetSheHe] tried to train it and apparently confirmed [From.GetHerHis] suspicion that the bird was useless.;;;;;;;;;x 
EVTOPTA3705;That's too bad. I have to put it down then;;;;;;;;;x 
EVTOPTB3705;[From.GetTitledFirstName] killed the bird!;;;;;;;;;x 
EVTOPTC3705;The useless bird was killed by [From.GetTitledFirstName];;;;;;;;;x 
EVTOPTD3705;[From.GetTitledFirstName] forced me to take the bird back!;;;;;;;;;x 
EVTDESC3706;[From.GetTitledFirstName] helped me train my new falcon and was not glad when I started bragging to other people about how easy it had been to train the bird. [From.GetSheHeCap] confronted me and told me [From.GetSheHe] would never help me train another bird, ever again!;;;;;;;;;x 
EVTOPTA3706;What, never again?;;;;;;;;;x 
EVTDESC3707;I watched with awe when [From.GetTitledFirstName] released my falcon and it swooped down from the sky, killing the hare almost immediately. Despite the fact that [From.GetSheHe] had never trained a falcon before, it hadn't taken long before the falcon was a well-trained death machine.;;;;;;;;;x 
EVTOPTA3707;Thank you so much!;;;;;;;;;x 
EVTDESC3070;My friend and I had planned to go hunting together but when he broke his leg I realized I either had to find someone else to accompany me or cancel it altogether.;;;;;;;;;x 
EVTOPTA3070;Anyone?;;;;;;;;;x 
EVTOPTB3070;I'll just wait until my friend is better;;;;;;;;;x 
EVTTOOLTIP3071;[This.GetTitledFirstName] willingly joins [Root.GetTitledFirstName] for the hunt;;;;;;;;;x 
EVTDESC3071;When [From.GetTitledFirstName] asked me if I wanted to go hunting with [From.GetHerHim], I gladly accepted. Sadly, the hunt was ruined by [From.GetHerHis] greed.;;;;;;;;;x 
EVTOPTA3071;Unacceptable!;;;;;;;;;x 
EVTTOOLTIP3072;[Root.Liege.GetTitledFirstName] should know I will not tolerate this!;;;;;;;;;x 
EVTDESC3072;We managed to kill too much prey when I went hunting with [From.GetTitledFirstName], so we decided to sell some of the meat. When we had sold everything we got in an argument over the money.;;;;;;;;;x 
EVTOPTA3072;We hunted in my forest, I should get more than you!;;;;;;;;;x 
COMBATEND_ATTACKERS;Attackers;;;;;;;;;x 
COMBATEND_DEFENDERS;Defenders;;;;;;;;;x 
COMBATEND_LEFT_AS_GARRISON;Left as garrison;;;;;;;;;x 
FE_VASSALS;Vassals:;;;;;;;;;x 
EVTDESC3662;Roses are red\nViolets are blue\nThe sun shows its beauty - But true beauty is in you...'\nAstonished, I noticed the tears in [From.GetTitledFirstName] as [From.GetSheHe] told me there was nothing more left for [From.GetHerHim] to teach me.;;;;;;;;;x 
#EVTDESC3165;Small random acts of kindness, giving a beggar some food and a place in the stable to sleep, making sure an orphan gets a new home or helping a widow by chopping up some wood for her fireplace, all these things makes me feel good.;;;;;;;;;x 
EVTOPTA3165;It is truly rewarding;;;;;;;;;x 
EVTDESC3170;Villagers are starving in [Root.Location.GetName] and a small group of representatives has dared set foot in my castle to petition for help...;;;;;;;;;x 
EVTOPTA3170;Of course! Take whatever you need!;;;;;;;;;x 
EVTOPTB3170;Refuse to help them;;;;;;;;;x 
EVTDESC3175;One of the courtiers always treat the servants with contempt and if I hadn't interfered the courtier would likely have beaten one of the servants! I reprimanded the courtier and said: 'Kindness is a virtue, and you should show empathy and trust without prejudice even if your servant is a commoner.'.;;;;;;;;;x 
EVTOPTA3175;I hope the courtier listened and understood me!;;;;;;;;;x 
EVTTOOLTIP3176;The kindness in [Root.GetTitledFirstName]'s heart cannot melt the ice in others;;;;;;;;;x 
EVTDESC3176;A clumsy servant almost spilled wine all over me and I was about to slap him for his incompetence when [From.GetTitledFirstName] dragged me aside and told me: 'Kindness is a virtue, and you should show empathy and trust without prejudice even if your servant is a commoner.'.;;;;;;;;;x 
EVTOPTA3176;That's preposterous and I told [From.GetHerHim] that!;;;;;;;;;x 
EVTTOOLTIP3177;[This.GetSheHeCap] will hear what [Root.GetTitledFirstName] thinks about this!;;;;;;;;;x 
EVTDESC3177;No matter what I told [From.GetTitledFirstName], [From.GetSheHe] wouldn't listen and refused to accept kindness as a virtue, not a weakness.;;;;;;;;;x 
EVTOPTA3177;That's... unfortunate;;;;;;;;;x 
EVTOPTB5041;I should try falconry instead;;;;;;;;;x 
EVTOPTB5043;I'll try hunting instead;;;;;;;;;x 
EVTOPTB5051;I'll have a look at that poetry book instead;;;;;;;;;x 
EVTOPTB5053;Poetry is safer, let's try that instead;;;;;;;;;x 
b_laspedroneras;Las Pedroñeras;;;;;;;;;x 
b_ucles;Ucles;;;;;;;;;x 
b_sisante;Sisante;;;;;;;;;x 
EVTOPTA72007;You must perform at my feast!;;;;;;;;;x 
EVTOPTA30058;My wife [Root.Spouse.GetFirstName] is right, I should pursue the title!;;;;;;;;;x 
REVOKE_TITLE_INTERACTION_DECLINE_SETUP;Title Revocation Refused;;;;;;;;;x 
REVOKE_TITLE_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W refused the revocation of §Y[ThirdPartyTitle.GetFullName]§W, requested by §Y[Actor.GetBestName]§W;;;;;;;;;x 
#ct_university_1;Small University;;;;;;;;;x 
ct_university_1;University;;;;;;;;;x 
ct_university_2;University;;;;;;;;;x 
ct_university_3;University;;;;;;;;;x 
#ct_university_3;Large University;;;;;;;;;x 
tp_school_1;Monastic School;;;;;;;;;x 
tp_school_2;Cathedral School;;;;;;;;;x 
EVTDESC1000;A pretty wench is throwing herself at you.;;;;;;;;;x 
EVTOPTA1000;I can't resist her;;;;;;;;;x 
EVTOPTB1000;Mind over body, mind over body...;;;;;;;;;x 
EVTDESC1001;The cook has prepared a fine meal, but the priest preached about temperance...;;;;;;;;;x 
EVTOPTA1001;I try to eat modestly but the food is too good!;;;;;;;;;x 
EVTOPTB1001;I satisfy my hunger with bread and water;;;;;;;;;x 
EVTDESC1003;After giving my advice on a delicate matter, the courtier asked me to accept a small gift of gold as thanks for my help;;;;;;;;;x 
EVTOPTA1003;I accept the gift reluctantly;;;;;;;;;x 
EVTOPTB1003;Wasn't my advice worth more than a couple pennies?;;;;;;;;;x 
EVTDESC1004;Work can be tedious and when one problem is solved another one pops up. I tire of having to complete the same tasks over and over again.;;;;;;;;;x 
EVTOPTA1004;Let someone else do this!;;;;;;;;;x 
EVTOPTB1004;I can rest in Heaven;;;;;;;;;x 
EVTDESC1005;Her hair is always perfect, men love her charm and looks but she is also intelligent and well-spoken. She has been blessed with beauty, intelligence and success in all things.;;;;;;;;;x 
EVTOPTA1005;Why was [Root.GetSheHe] blessed and not I?;;;;;;;;;x 
EVTOPTB1005;It's hard not to envy her, but I am perfect as I am;;;;;;;;;x 
EVTDESC1006;It feels like everyone is trying to trump me! My huntsman killed more prey than I, my councillors found a better solution to the rebellious peasants than mine and I started to feel that everyone was better than me, no matter what.;;;;;;;;;x 
EVTOPTA1006;If they are better than me, then I have to accept that;;;;;;;;;x 
EVTOPTB1006;I envy them all!;;;;;;;;;x 
EVTDESC1007;I don't think it was meant to hurt me, but the criticism still stung harder than it should have.;;;;;;;;;x 
EVTOPTA1007;An eye for an eye!;;;;;;;;;x 
EVTOPTB1007;I'll turn the other cheek;;;;;;;;;x 
EVTDESC1008;I took a good look at myself and thought about my weaknesses and strengths. After many hours of soul-searching, I realized:;;;;;;;;;x 
EVTOPTA1008;I have nothing to be ashamed of!;;;;;;;;;x 
EVTOPTB1008;I have many strengths, but more weaknesses;;;;;;;;;x 
EVTDESC1009;It was one of those situations where you didn't want to tell the truth in case it would hurt the person, but in the same time, honesty is a virtue...;;;;;;;;;x 
EVTOPTA1009;Lie and don't hurt anyone;;;;;;;;;x 
EVTOPTB1009;Be honest and tell it as it is;;;;;;;;;x 
#EVTDESC1010;The situation became even more intimidating with an outcome that could mean life or death. I swallowed hard and chose to...;;;;;;;;;x 
EVTOPTA1010;Run awaaaayyy!;;;;;;;;;x 
EVTOPTB1010;Stay put and fight!;;;;;;;;;x 
EVTDESC1011;It started as an uneasiness around guests and strangers, then evolved into awkwardness and a strong feeling of discomfort.;;;;;;;;;x 
EVTOPTA1011;I don't want to meet any new people;;;;;;;;;x 
EVTOPTB1011;I'll just have to try to be more gregarious;;;;;;;;;x 
EVTDESC1012;I could strive to become better, or I can be satisfied with who I am and what I have.;;;;;;;;;x 
EVTOPTA1012;I will never be satisfied!;;;;;;;;;x 
EVTOPTB1012;I am content;;;;;;;;;x 
EVTDESC1013;If my opinion ruled, the world would be a more chaotic but fun place. If I keep following the laws, the world would have less chaos but also be less fun.;;;;;;;;;x 
EVTOPTA1013;Let my rule begin!;;;;;;;;;x 
EVTOPTB1013;Justice should always prevail!;;;;;;;;;x 
EVTDESC1014;If there is a God, why is the world filled with hardships, grief and heretics?;;;;;;;;;x 
EVTOPTA1014;God has a plan for everything and everyone;;;;;;;;;x 
EVTOPTB1014;God is as clueless as I am;;;;;;;;;x 
EVTDESC1015;The court is filled with young, beautiful men and the attention they give me is making it hard for me to refuse them. Who wouldn't want one of them in their bed?;;;;;;;;;x 
EVTOPTA1015;Give in, have some fun!;;;;;;;;;x 
EVTOPTB1015;A woman should suppress her worldly urges;;;;;;;;;x 
EVTDESC1016;Lately I have become afraid that someone might want to hurt me. I am thinking about hiring a, no, two food-tasters and... maybe a bodyguard would be a good idea?;;;;;;;;;x 
EVTOPTA1016;Food-tasters, bodyguards, anything that can save me!;;;;;;;;;x 
EVTOPTB1016;I won't let fear rule my life!;;;;;;;;;x 
EVTDESC1017;After I had made another courtier cry, the third one in a short week, I felt a bit embarrassed. Is this really who I am, a cruel [Root.GetManWoman] who likes to hurt people?;;;;;;;;;x 
EVTOPTA1017;Who am I kidding? I love this!;;;;;;;;;x 
EVTOPTB1017;Oh [Root.Religion.GetRandomGodName], what have I done? Forgive me, please!;;;;;;;;;x 
EVTDESC1018;Men have never interested me, and my awkward attempts to find out if another woman feels like I do has always ended with insulted or apprehensive looks. But today, a woman tried to seduce me!;;;;;;;;;x 
EVTOPTA1018;...and she's irresistible!;;;;;;;;;x 
EVTOPTB1018;As tempting as it is, I really shouldn't;;;;;;;;;x 
EVTDESC1019;I realized when I was rather young that I would never find a woman attractive. The comfort and love I saw couples share felt out of my reach, until I met a man who felt as I did...;;;;;;;;;x 
EVTOPTA1019;...and he's irresistible!;;;;;;;;;x 
EVTOPTB1019;I cannot give in to these feelings!;;;;;;;;;x 
ALL_TROOPS;troops;;;;;;;;;x 
RELATIVETROOP_LESS_THAN;Flank has less than §Y$PERCENT$% $TROOP$§! relative to$ENEMY$§Y$MAXTROOP$§!;;;;;;;;;x 
RELATIVETROOP_AT_LEAST;Flank has at least §Y$PERCENT$% $TROOP$§! relative to$ENEMY$§Y$MAXTROOP$§!;;;;;;;;;x 
despise_drunkard;Despise drunkard;;;;;;;;;x 
opinion_denied_advice;Denied advice;;;;;;;;;x 
opinion_satisfied;Satisfied;;;;;;;;;x 
opinion_glad;Glad;;;;;;;;;x 
opinion_bragger;Bragger;;;;;;;;;x 
opinion_disapprove;Disapprove;;;;;;;;;x 
opinion_refused_council;Refused Council;;;;;;;;;x 
dynastic_refused_claim;Refused Claim;;;;;;;;;x 
dynastic_refused_war;Refused War;;;;;;;;;x 
opinion_denied_marriage;Denied Marriage;;;;;;;;;x 
opinion_sent_to_church;Sent to church;;;;;;;;;x 
opinion_not_participating_in_crusade_bishop;Not Participating in Crusade;;;;;;;;;x 
opinion_not_participating_in_crusade_vassal;Not Participating in Crusade;;;;;;;;;x 
EVTDESC80054;The peasant rebels of [From.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!;;;;;;;;;x 
EVTOPTA80054;Damn these peasants!;;;;;;;;;x 
EVTDESC80055;The people in [From.GetName] will no longer let themselves be ruled by someone of another religion! The peasant rebels controlling the province have defected and sworn allegiance to [From.County.Holder.GetTitledName]!;;;;;;;;;x 
EVTDESC80056;Feeling estranged due to cultural differences in [FromFrom.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!;;;;;;;;;x 
#EVTDESC80057;Feeling little loyalty to the far off ruler of [FromFrom.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!;;;;;;;;;x 
EVTDESC80060;The people in [Root.GetName] will no longer let themselves be ruled by someone of another religion! The peasant rebels controlling the province have defected and sworn allegiance to another ruler!;;;;;;;;;x 
#EVTOPTA80060;Outrages!;;;;;;;;;x 
EVTDESC80061;Feeling estranged due to cultural differences in [Root.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!;;;;;;;;;x 
#EVTDESC80062;Feeling little loyalty to the far off ruler of [Root.Holder.Liege.PrimaryTitle.GetName], the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!;;;;;;;;;x 
EVTDESC80058;Tired of their old ruler, the peasant rebels of [Root.GetName] have defected and sworn allegiance to me!;;;;;;;;;x 
EVTOPTA80058;Excellent! Or is it...?;;;;;;;;;x 
EVTDESC2100;My [GetFromRelation] [From.GetTitledFirstName] is turning into an arrogant little braggart. I might have to rein [From.GetHerHim] in a bit.;;;;;;;;;x 
EVTOPTA2100;No, [From.GetSheHe] has reason to be proud;;;;;;;;;x 
EVTOPTB2100;That will be cured by the birch.;;;;;;;;;x 
EVTOPTC2100;Tell [From.GetHerHim], 'Pride goeth before fall';;;;;;;;;x 
#EVTOPTD2100;] will cure [From.GetHerHim] of [From.GetHerHis] sin!;;;;;;;;;x 
EVTOPTB2060;Beat some respect into [From.GetHerHim]!;;;;;;;;;x 
EVTOPTC2060;Talk to [From.GetHerHim] about kindness;;;;;;;;;x 
EVTDESC3436;It was a rather trivial matter that I wanted [From.GetTitledFirstName] to solve, an argument between a lowly farmer and myself. The farmer claimed I should pay for the damage caused to his house by my cow.;;;;;;;;;x 
REBELS_SPAWNED_SETUP;Rebels appeared in a province;;;;;;;;;x 
REBELS_SPAWNED_LOG;The peasants have revolted in $PROV$;;;;;;;;;x 
EVTNAME62000;Successful Sally by the Defender;;;;;;;;;x 
EVTNAME62001;Successful Sally by the Defender;;;;;;;;;x 
EVTNAME62002;Failed Sally by the Defender;;;;;;;;;x 
EVTNAME62003;Failed Sally by the Defender;;;;;;;;;x 
EVTNAME62004;Intrigue Slows down Siege;;;;;;;;;x 
EVTNAME62005;Intrigue Advances Siege;;;;;;;;;x 
EVTNAME62006;Disease strikes the Besieging Army;;;;;;;;;x 
EVTNAME62007;Hunger Strikes the Fastness under Siege;;;;;;;;;x 
EVTNAME62008;Food smuggled in lengthens the Siege;;;;;;;;;x 
EVTNAME62009;Raiders hit the camp;;;;;;;;;x 
EVTNAME62010;Tuscan Raiders;;;;;;;;;x 
#EVTNAME62011;Miracle saves us from the Pagan menace;;;;;;;;;x 
#EVTNAME62012;Miracle saves us from the Muslim menace;;;;;;;;;x 
#EVTNAME62013;Miracle saves us from the Christian menace;;;;;;;;;x 
EVTNAME62014;I lead Assault;;;;;;;;;x 
EVTNAME62015;I need to decide if I should lead the assault;;;;;;;;;x 
#TECH_DEM_INC_K_E;§G+$AMOUNT$§! demesne size for Kings & Emperors;;;;;;;;;x 
#TECH_DEM_INC_D;§G+$AMOUNT$§! demesne size for Dukes;;;;;;;;;x 
#TECH_DEM_INC_C;§G+$AMOUNT$§! demesne size for Counts;;;;;;;;;x 
#TECH_DEM_INC_B;§G+$AMOUNT$§! demesne size for Barons;;;;;;;;;x 
STAT_WEALTH_DESC;This is your personal wealth;;;;;;;;;x 
LEDGER_FORTLEVEL;Fortlevel;;;;;;;;;x 
LEDGER_PROVINCE_MAXSETTLEMENTS;Max;;;;;;;;;x 
LEDGER_OPINION;Opinion;;;;;;;;;x 
#LEDGER_TOME;Payed To Me;;;;;;;;;x 
LEDGER_TOTALTAX;Total Tax;;;;;;;;;x 
LEDGER_CHARACTER_DEMSIZE;Demesne Size;;;;;;;;;x 
LEDGER_POSSIBLE_INHERITANCES;Possible Inheritances;;;;;;;;;x 
LEDGER_OUR_TITLES;Our Titles;;;;;;;;;x 
LEDGER_CURRENT_HOLDER;Current Holder;;;;;;;;;x 
LEDGER_OUR_POSITION;Our Position;;;;;;;;;x 
LEDGER_CURRENT_HEIR;Heir;;;;;;;;;x 
LEDGER_CLAIMANTS;Claimants;;;;;;;;;x 
UPGRADING;Upgrading;;;;;;;;;x 
EVTDESC38295;I no longer find it hard or awkward to talk to people. I have lost the Shy trait.;;;;;;;;;x 
EVTDESC38296;I no longer fear the world, I embrace it and feel safe. I have lost the Craven trait.;;;;;;;;;x 
EVTDESC78000;A ward of mine complained and called my court inferior, at least in comparison to the child's father's court.;;;;;;;;;x 
EVTOPTA78000;Try to improve your court to impress the child;;;;;;;;;x 
EVTOPTB78000;For a simple [Root.GetTitle], my court is nothing to be ashamed of!;;;;;;;;;x 
EVTOPTC78000;Have the child sweep the stables;;;;;;;;;x 
EVTOPTD78000;Birch the child;;;;;;;;;x 
EVTDESC78005;To be a ward in [Root.Guardian.GetTitledFirstName]'s court is improving my stature. I had no idea how different a [Root.Father.GetTitle]'s court and a [Root.Guardian.GetTitle]'s court could be!;;;;;;;;;x 
EVTOPTA78005;What else can I learn?;;;;;;;;;x 
EVTTOOLTIP78006;s child [Root.GetFirstName] is thriving under [Root.Guardian.GetTitledFirstName]'s care;;;;;;;;;x 
EVTDESC78006;My [GetFromRelation] [From.GetFirstName] told me how much [From.GetSheHe] enjoyed being in the court of [From.Guardian.GetTitledFirstName] and how [From.GetHerHis] stature had improved!;;;;;;;;;x 
EVTOPTA78006;I'm proud of you, [From.GetFirstName]!;;;;;;;;;x 
EVTDESC78010;My child was lured into stealing cookies and smearing jam all over the kitchen by one of my wards! The cook gave them a hearty scolding and then sent them to me, both still smeared with jam and covered in cookie crumbs.;;;;;;;;;x 
EVTOPTA78010;Punish the fosterling, forgive my child;;;;;;;;;x 
EVTOPTB78010;You will both clean the stables for a whole week!;;;;;;;;;x 
EVTOPTC78010;I forgive you, but promise me this won't happen again!;;;;;;;;;x 
EVTOPTD78010;Punish my own child for being so impressionable!;;;;;;;;;x 
EVTDESC78015;I have seen the looks on my wife [Root.Spouse.GetFirstName]'s face every time she looks at my ward. The longing on her face tells me she wants to have children of her own, and I'll gladly help her with that.;;;;;;;;;x 
EVTOPTA78015;Shall we try some more?;;;;;;;;;x 
EVTDESC78020;My ward came running for me, tears streaming down its face and snot creeping towards its mouth.\n'[Root.GetFirstName], please help me! The other children are not nice to me!';;;;;;;;;x 
EVTOPTA78020;Why should I care?;;;;;;;;;x 
EVTOPTB78020;You will grow strong from that;;;;;;;;;x 
EVTOPTC78020;I'll punish the main bully, don't you worry;;;;;;;;;x 
EVTDESC78025;A foreign court can teach a child all kinds of important lessons to a child, everything from respecting to understanding and even adapting to other people's traditions and culture. My ward has learnt several important lessons of life in my court, as foreign as it may be from its father's court.;;;;;;;;;x 
EVTOPTA78025;Its father will be pleased;;;;;;;;;x 
EVTTOOLTIP78026;s child is thriving under [Root.GetTitledFirstName]'s care;;;;;;;;;x 
